key,share
industry_final_demand_for_other_minerals_coal,3.96141613277714E-01
industry_final_demand_for_other_transport_equipment_coal,1.11990013353313E-02
industry_final_demand_for_other_machinery_coal,2.49534390343410E-02
industry_final_demand_for_other_mining_coal,6.05335955565834E-03
industry_final_demand_for_other_food_coal,3.48656215593641E-01
industry_final_demand_for_other_paper_coal,1.35104149635546E-01
industry_final_demand_for_other_wood_products_coal,2.02727684460164E-02
industry_final_demand_for_other_construction_coal,8.86069130616006E-03
industry_final_demand_for_other_textile_coal,7.26427104039657E-03
industry_final_demand_for_other_non_specified_coal,4.14944907751958E-02
