year,preset_demand
2010,3897.155956986617
2011,3547.549094328861
2012,3531.0166893253577
2013,3794.8904011827153
2014,3384.81010071796
2015,3307.6566319656504
2016,3216.5184922293097
2017,3153.3368705091643
2018,3147.698732189747
2019,3107.8070747602283
2020,3066.4912282711234
2021,2999.1858658194374
2022,2725.887504528817
2023,2401.221782753412
2024,2161.1355131876453
2025,1951.173944355037
2026,1756.1388029630432
2027,1585.1568202304154
2028,1441.9806637645277
2029,1303.9651109194374
2030,1190.1050896260663
2031,1093.5461062702886
2032,1013.2916719846671
2033,944.513857857241
2034,869.1639852058714
2035,800.0770095523255
2036,721.7323044674048
2037,652.1585278851679
2038,582.5847513029296
2039,513.0109747206913
2040,443.437198138453
2041,373.86342155621475
2042,304.28964497397646
2043,234.7158683917396
2044,165.14209180950132
2045,95.56831522726272
2046,25.994538645024566
2047,0.0
2048,0.0
2049,0.0
2050,0.0
