year,preset_demand
2010,5624.248954264939
2011,5119.707680215668
2012,5095.8486500463105
2013,5476.662624224365
2014,4884.848048028415
2015,4773.502666745903
2016,4641.975062317645
2017,4550.79339706988
2018,4542.656618891901
2019,4485.086273989577
2020,4425.460585673374
2021,4328.32767168088
2022,3933.9123494160713
2023,3465.365320163256
2024,3118.8806104307964
2025,2815.8708907849586
2026,2534.4025066284753
2027,2287.6468601529627
2028,2081.0196794174017
2029,1881.840114286141
2030,1717.5210280705146
2031,1578.1702381207238
2032,1462.3496440547262
2033,1363.091735607586
2034,1254.3492456634206
2035,1154.6451653388474
2036,1041.5806304551145
2037,941.1740148344578
2038,840.7673992137989
2039,740.3607835931399
2040,639.9541679724812
2041,539.5475523518222
2042,439.1409367311634
2043,338.73432111050664
2044,238.32770548984777
2045,137.92108986918845
2046,37.5144742485298
2047,0.0
2048,0.0
2049,0.0
2050,0.0
