year,preset_demand
2010,11426.945523726787
2011,10401.854760512833
2012,10353.379694737614
2013,11127.090206664134
2014,9924.683809413462
2015,9698.46025199625
2016,9431.231901528534
2017,9245.975535741452
2018,9229.443813597842
2019,9112.476517105364
2020,8991.333321321456
2021,8793.98563529639
2022,7992.640880131272
2023,7040.680641152893
2024,6336.717865836067
2025,5721.084456342863
2026,5149.217186852852
2027,4647.876767380581
2028,4228.066485654691
2029,3823.387734997934
2030,3489.5360044000786
2031,3206.413066849981
2032,2971.0970931653137
2033,2769.431995861176
2034,2548.4968063254937
2035,2345.9252090105806
2036,2116.2087986439674
2037,1912.2098405165934
2038,1708.210882389215
2039,1504.2119242618367
2040,1300.2129661344586
2041,1096.2140080070803
2042,892.2150498797023
2043,688.2160917523283
2044,484.2171336249501
2045,280.218175497571
2046,76.21921737019325
2047,0.0
2048,0.0
2049,0.0
2050,0.0
