year,preset_demand
2010,5347.13030478268
2011,4867.448847147931
2012,4844.765401891733
2013,5206.815865583971
2014,4644.161246109882
2015,4538.302087421357
2016,4413.255126436372
2017,4326.566174817835
2018,4318.830312921864
2019,4264.096580758288
2020,4207.40877630089
2021,4115.061806558866
2022,3740.080161986836
2023,3294.6194365269926
2024,2965.2067617645534
2025,2677.1269723140313
2026,2409.5271311618985
2027,2174.9296576370275
2028,1978.4834354147524
2029,1789.1178690133636
2030,1632.8951319505788
2031,1500.4104503521773
2032,1390.2965820856243
2033,1295.9293208632032
2034,1192.5448035478657
2035,1097.7533542807182
2036,990.2597483274269
2037,894.8003791651228
2038,799.3410100028166
2039,703.8816408405104
2040,608.4222716782043
2041,512.9629025158982
2042,417.50353335359205
2043,322.04416419128796
2044,226.5847950289818
2045,131.12542586667524
2046,35.66605670436932
2047,0.0
2048,0.0
2049,0.0
2050,0.0
