status,converter key,query
necessary,other_final_demand_coal,"EB(""non_specified_(other)"", ""hard_coal_(if_no_detail)"")+ EB(""non_specified_(other)"", ""brown_coal_(if_no_detail)"")+ EB(""non_specified_(other)"", anthracite)+ EB(""non_specified_(other)"", coking_coal)+ EB(""non_specified_(other)"", other_bituminous_coal)+ EB(""non_specified_(other)"", sub_bituminous_coal)+ EB(""non_specified_(other)"", lignite)+ EB(""non_specified_(other)"", patent_fuel)+ EB(""non_specified_(other)"", coke_oven_coke)+ EB(""non_specified_(other)"", gas_coke)+ EB(""non_specified_(other)"", coal_tar)+ EB(""non_specified_(other)"", ""bkb/peat_briquettes"")+ EB(""non_specified_(other)"", gas_works_gas)+ EB(""non_specified_(other)"", coke_oven_gas)+ EB(""non_specified_(other)"", blast_furnace_gas)+ EB(""non_specified_(other)"", other_recovered_gases)+ EB(""non_specified_(other)"", peat)"
necessary,other_final_demand_crude_oil,"EB(""non_specified_(other)"", ""crude/ngl/feedstocks_(if_no_detail)"") + EB(""non_specified_(other)"", crude_oil) + EB(""non_specified_(other)"", natural_gas_liquids) + EB(""non_specified_(other)"", ""additives/blending_components"") + EB(""non_specified_(other)"", other_hydrocarbons) + EB(""non_specified_(other)"", refinery_gas) + EB(""non_specified_(other)"", ethane) + EB(""non_specified_(other)"", ""liquefied_petroleum_gases_(lpg)"") + EB(""non_specified_(other)"", motor_gasoline) + EB(""non_specified_(other)"", aviation_gasoline) + EB(""non_specified_(other)"", gasoline_type_jet_fuel) + EB(""non_specified_(other)"", kerosene_type_jet_fuel) + EB(""non_specified_(other)"", other_kerosene) + EB(""non_specified_(other)"", ""gas/diesel_oil"") + EB(""non_specified_(other)"", fuel_oil) + EB(""non_specified_(other)"", naphtha) + EB(""non_specified_(other)"", ""white_spirit_&_sbp"") + EB(""non_specified_(other)"", lubricants) + EB(""non_specified_(other)"", bitumen) + EB(""non_specified_(other)"", paraffin_waxes) + EB(""non_specified_(other)"", petroleum_coke) + EB(""non_specified_(other)"", ""non-specified_oil_products"")"
necessary,other_final_demand_network_gas,"EB(""non_specified_(other)"", natural_gas) + EB(""non_specified_(other)"", biogases)"
necessary,other_final_demand_wood_pellets,"EB(""non_specified_(other)"", primary_solid_biofuels) + EB(""non_specified_(other)"", non_specified_primary_biofuels_and_waste)"
necessary,other_final_demand_steam_hot_water,"EB(""non_specified_(other)"", heat)"
necessary,other_final_demand_electricity,"EB(""non_specified_(other)"", electricity)"
necessary,other_final_demand_crude_oil_non_energetic,"EB(""non_energy_use_in_other"", ""crude/ngl/feedstocks_(if_no_detail)"") + EB(""non_energy_use_in_other"", crude_oil) + EB(""non_energy_use_in_other"", natural_gas_liquids) + EB(""non_energy_use_in_other"", ""additives/blending_components"") + EB(""non_energy_use_in_other"", other_hydrocarbons) + EB(""non_energy_use_in_other"", refinery_gas) + EB(""non_energy_use_in_other"", ethane) + EB(""non_energy_use_in_other"", ""liquefied_petroleum_gases_(lpg)"") + EB(""non_energy_use_in_other"", motor_gasoline) + EB(""non_energy_use_in_other"", aviation_gasoline) + EB(""non_energy_use_in_other"", gasoline_type_jet_fuel) + EB(""non_energy_use_in_other"", kerosene_type_jet_fuel) + EB(""non_energy_use_in_other"", other_kerosene) + EB(""non_energy_use_in_other"", ""gas/diesel_oil"") + EB(""non_energy_use_in_other"", fuel_oil) + EB(""non_energy_use_in_other"", naphtha) + EB(""non_energy_use_in_other"", ""white_spirit_&_sbp"") + EB(""non_energy_use_in_other"", lubricants) + EB(""non_energy_use_in_other"", bitumen) + EB(""non_energy_use_in_other"", paraffin_waxes) + EB(""non_energy_use_in_other"", petroleum_coke) + EB(""non_energy_use_in_other"", ""non-specified_oil_products"")"
necessary,other_chp_engine_network_gas,0
necessary,other_chp_engine_biogas,0
