status,converter key,query
necessary,buildings_collective_geothermal,"EB(commercial_and_public_services, geothermal)"
necessary,buildings_final_demand_coal,"EB(commercial_and_public_services, ""hard_coal_(if_no_detail)"")+ EB(commercial_and_public_services, ""brown_coal_(if_no_detail)"")+ EB(commercial_and_public_services, anthracite)+ EB(commercial_and_public_services, coking_coal)+ EB(commercial_and_public_services, other_bituminous_coal)+ EB(commercial_and_public_services, sub_bituminous_coal)+ EB(commercial_and_public_services, lignite)+ EB(commercial_and_public_services, patent_fuel)+ EB(commercial_and_public_services, coke_oven_coke)+ EB(commercial_and_public_services, gas_coke)+ EB(commercial_and_public_services, coal_tar)+ EB(commercial_and_public_services, ""bkb/peat_briquettes"")+ EB(commercial_and_public_services, peat)"
necessary,buildings_final_demand_crude_oil,"EB(commercial_and_public_services, ""crude/ngl/feedstocks_(if_no_detail)"") + EB(commercial_and_public_services, crude_oil) + EB(commercial_and_public_services, natural_gas_liquids) + EB(commercial_and_public_services, ""additives/blending_components"") + EB(commercial_and_public_services, other_hydrocarbons) + EB(commercial_and_public_services, refinery_gas) + EB(commercial_and_public_services, ethane) + EB(commercial_and_public_services, ""liquefied_petroleum_gases_(lpg)"") + EB(commercial_and_public_services, motor_gasoline) + EB(commercial_and_public_services, aviation_gasoline) + EB(commercial_and_public_services, gasoline_type_jet_fuel) + EB(commercial_and_public_services, kerosene_type_jet_fuel) + EB(commercial_and_public_services, other_kerosene) + EB(commercial_and_public_services, ""gas/diesel_oil"") + EB(commercial_and_public_services, fuel_oil) + EB(commercial_and_public_services, naphtha) + EB(commercial_and_public_services, ""white_spirit_&_sbp"") + EB(commercial_and_public_services, lubricants) + EB(commercial_and_public_services, bitumen) + EB(commercial_and_public_services, paraffin_waxes) + EB(commercial_and_public_services, petroleum_coke) + EB(commercial_and_public_services, ""non_specified_oil_products"")"
necessary,buildings_final_demand_network_gas,"EB(commercial_and_public_services, natural_gas)"
necessary,buildings_final_demand_wood_pellets,"EB(commercial_and_public_services, primary_solid_biofuels) + EB(commercial_and_public_services, non_specified_primary_biofuels_and_waste)"
necessary,buildings_final_demand_solar_thermal,"EB(commercial_and_public_services, solar_thermal)"
necessary,buildings_final_demand_electricity,"EB(commercial_and_public_services, electricity)"
necessary,buildings_final_demand_steam_hot_water,"EB(commercial_and_public_services, heat)"
,,
,,
redundant,buildings_final_demand_for_space_heating_coal,
redundant,buildings_final_demand_for_space_heating_crude_oil,
redundant,buildings_final_demand_for_space_heating_gas,
redundant,buildings_final_demand_for_space_heating_wood_pellets,
redundant,buildings_final_demand_for_space_heating_solar,
redundant,buildings_final_demand_for_space_heating_electricity,
redundant,buildings_final_demand_for_space_heating_monetized_heat,
redundant,buildings_final_demand_for_space_cooling_gas,
redundant,buildings_final_demand_for_space_cooling_electricity,
redundant,buildings_final_demand_for_lighting_electricity,
redundant,buildings_final_demand_for_appliances_coal,
redundant,buildings_final_demand_for_appliances_crude_oil,
redundant,buildings_final_demand_for_appliances_gas,
redundant,buildings_final_demand_for_appliances_wood_pellets,
redundant,buildings_final_demand_for_appliances_electricity,
redundant,buildings_space_heater_coal,
redundant,buildings_space_heater_crude_oil,
redundant,buildings_space_heater_heatpump_air_water_network_gas,
redundant,buildings_space_heater_network_gas,
redundant,buildings_space_heater_wood_pellets,
redundant,buildings_space_heater_solar_thermal,
redundant,buildings_space_heater_electricity,
redundant,buildings_space_heater_collective_heatpump_water_water_ts_electricity,
redundant,buildings_space_heater_district_heating_steam_hot_water,
redundant,buildings_cooling_heatpump_air_water_network_gas,
redundant,buildings_cooling_airconditioning,
redundant,buildings_cooling_collective_heatpump_water_water_ts_electricity,
redundant,buildings_cooling_collective_cooling_network_electricity,
redundant,buildings_lighting_efficient_fluorescent_electricity,
redundant,buildings_lighting_led_electricity,
redundant,buildings_lighting_standard_fluorescent_electricity,
redundant,buildings_appliances_coal,
redundant,buildings_appliances_crude_oil,
redundant,buildings_appliances_network_gas,
redundant,buildings_appliances_wood_pellets,
redundant,buildings_appliances_electricity,
redundant,buildings_useful_demand_for_space_heating_after_insulation_recirculation_recovery,
redundant,buildings_useful_demand_after_insulation_recirculation_recovery_cooling,
redundant,buildings_useful_demand_after_motion_detection_daylight_control_light,
redundant,buildings_useful_demand_for_appliances,
redundant,buildings_heat_network_connection_steam_hot_water,
redundant,buildings_local_production_electricity,

