key,demand,max_demand
energy_distribution_greengas,4.06285142857140E+03,
energy_production_biogenic_waste,3.34385900000000E+04,3.45127133733380E+04
energy_production_non_biogenic_waste,2.73587300000000E+04,2.82375544766853E+04
energy_production_oily_biomass,2.73587300000000E+04,2.82375544766853E+04
energy_production_wet_biomass,2.73587300000000E+04,2.82375544766853E+04
energy_production_dry_biomass,,6.13628888205600E+04
