year,preset_demand
2010,8484.309359401284
2011,7723.197202306179
2012,7687.205304611356
2013,8261.671974131665
2014,7368.906026414894
2015,7200.9389488151455
2016,7002.526521779162
2017,6864.976875211548
2018,6852.702357527113
2019,6765.856163475131
2020,6675.909436444443
2021,6529.382193786112
2022,5934.397576747599
2023,5227.583568702166
2024,4704.903386943259
2025,4247.806231165464
2026,3823.2046771635723
2027,3450.9680891494986
2028,3139.2662178992878
2029,2838.7992466847295
2030,2590.9201125204577
2031,2380.7062295602404
2032,2205.9881901853305
2033,2056.2553443456977
2034,1892.2147884065334
2035,1741.808881991811
2036,1571.248421505264
2037,1419.782724381357
2038,1268.3170272574464
2039,1116.8513301335358
2040,965.3856330096255
2041,813.9199358857152
2042,662.4542387618047
2043,510.98854163789747
2044,359.5228445139871
2045,208.05714739007598
2046,56.59145026616589
2047,0.0
2048,0.0
2049,0.0
2050,0.0
