year,preset_demand
2010,4558.111927784581
2011,4149.211891885623
2012,4129.875598118283
2013,4438.502177788403
2014,3958.8724350918355
2015,3868.6337712889685
2016,3762.0386423299715
2017,3688.1414447946568
2018,3681.5470806460617
2019,3634.889815308089
2020,3586.566819059789
2021,3507.8464961420195
2022,3188.196850556374
2023,2808.4679622848535
2024,2527.663164867611
2025,2282.0922044454182
2026,2053.9791871251177
2027,1853.9987338069334
2028,1686.5399629072099
2029,1525.1170317783724
2030,1391.9463999424283
2031,1279.0110546222886
2032,1185.1455028680427
2033,1104.7030011048912
2034,1016.5738225244108
2035,935.7697255735451
2036,844.1377922694275
2037,762.7643331621551
2038,681.390874054881
2039,600.0174149476069
2040,518.6439558403329
2041,437.27049673305885
2042,355.89703762578483
2043,274.52357851851247
2044,193.15011941123845
2045,111.77666030396404
2046,30.403201196690162
2047,0.0
2048,0.0
2049,0.0
2050,0.0
