623,industry_aluminium_production,industry_aluminium_production
624,industry_aluminium_electrolysis_current,industry_aluminium_electrolysis_current_electricity
625,industry_aluminium_electrolysis_bat,industry_aluminium_electrolysis_bat_electricity
626,industry_aluminium_smeltoven,industry_aluminium_smeltoven_electricity
627,industry_aluminium_carbothermalreduction,industry_aluminium_carbothermalreduction_electricity
628,industry_aluminium_burner,industry_aluminium_burner_network_gas
631,industry_other_metals_process_heat,industry_other_metals_process_heat_useable_heat
632,industry_other_metals_burner,industry_other_metals_burner_network_gas
634,industry_steel_blastfurnace_current_consumption,industry_steel_blastfurnace_current_consumption_useable_heat
635,industry_steel_blastfurnace_bat_consumption,industry_steel_blastfurnace_bat_consumption_useable_heat
636,industry_steel_hisarna_consumption,industry_steel_hisarna_consumption_useable_heat
637,industry_steel_electricfurnace,industry_steel_electricfurnace_electricity
638,industry_steel_blastfurnace_burner,industry_steel_blastfurnace_burner_coal_gas
639,industry_steel_electricfurnace_burner,industry_steel_electricfurnace_burner_network_gas
642,energy_steel_blastfurnace_current_transformation,energy_steel_blastfurnace_current_transformation_cokes
643,energy_steel_blastfurnace_bat_transformation,energy_steel_blastfurnace_bat_transformation_cokes
644,energy_steel_hisarna_transformation,energy_steel_hisarna_transformation_coal
648,energy_cokesoven_consumption,energy_cokesoven_consumption_coal_gas
649,energy_cokesoven_transformation,energy_cokesoven_transformation_coal
