289,algue_diesel_distribution_transport_energetic,algue_diesel_distribution_energy_energetic
290,algue_diesel_import_export_transport_energetic,algue_diesel_import_export_energy_energetic
256,algue_diesel_production_transport_energetic,algue_diesel_production_energy_energetic
145,bio_diesel_import_export_transport_energetic,bio_diesel_import_export_energy_energetic
146,bio_ethanol_import_export_transport_energetic,bio_ethanol_import_export_energy_energetic
130,bio_diesel_production_transport_energetic,bio_diesel_production_energy_energetic
131,bio_ethanol_production_transport_energetic,bio_ethanol_production_energy_energetic
97,bio_ethanol_distribution_transport,bio_ethanol_distribution_energy
96,bio_diesel_distribution_transport,bio_diesel_distribution_energy
99,lpg_distribution_transport,lpg_distribution_energy
94,gasoline_distribution_transport,gasoline_distribution_energy
95,kerosine_distribution_transport,kerosine_distribution_energy
93,diesel_distribution_transport,diesel_distribution_energy
126,lpg_production_transport,lpg_production_energy
128,gasoline_production_transport,gasoline_production_energy
129,kerosine_production_transport,kerosine_production_energy
127,diesel_production_transport,diesel_production_energy
148,lpg_import_export_transport,lpg_import_export_energy
143,gasoline_import_export_transport,gasoline_import_export_energy
144,kerosine_import_export_transport,kerosine_import_export_energy
142,diesel_import_export_transport,diesel_import_export_energy
422,steam_hot_water_difference_energy,steam_hot_water_difference
247,oil_storage_energy,steam_hot_water_difference
