key,share
industry_final_demand_for_other_minerals_coal,2.41628894528603E-01
industry_final_demand_for_other_transport_equipment_coal,0.00000000000000E+00
industry_final_demand_for_other_machinery_coal,0.00000000000000E+00
industry_final_demand_for_other_mining_coal,4.27052942070964E-01
industry_final_demand_for_other_food_coal,6.63653081290295E-02
industry_final_demand_for_other_paper_coal,1.07540795325856E-01
industry_final_demand_for_other_wood_products_coal,0.00000000000000E+00
industry_final_demand_for_other_construction_coal,0.00000000000000E+00
industry_final_demand_for_other_textile_coal,0.00000000000000E+00
industry_final_demand_for_other_non_specified_coal,1.57412059945547E-01
