year,preset_demand
2010,372.6406082053104
2011,339.21168840548006
2012,337.63088293513255
2013,362.86211862628767
2014,323.65081318590654
2015,316.27350628868896
2016,307.5590046888324
2017,301.51766628589155
2018,300.9785553763764
2019,297.1641708223777
2020,293.2136073001209
2021,286.7779625693752
2022,260.64555506582775
2023,229.60147231391483
2024,206.64475862316772
2025,186.5685267317395
2026,167.91953897967687
2027,151.57048065589805
2028,137.88017659447135
2029,124.68332224180291
2030,113.79618607036817
2031,104.56335097664369
2032,96.88953408723923
2033,90.31309558430253
2034,83.10824602659841
2035,76.50224593043873
2036,69.01103467927689
2037,62.35848735838606
2038,55.70594003749507
2039,49.05339271660408
2040,42.4008453957131
2041,35.74829807482212
2042,29.095750753931128
2043,22.443203433040285
2044,15.7906561121493
2045,9.138108791258286
2046,2.485561470367316
2047,0.0
2048,0.0
2049,0.0
2050,0.0
