key,demand,max_demand
energy_distribution_greengas,6.17034084275536E+03,
energy_production_biogenic_waste,3.21532423600000E+04,2.13816600000000E+04
energy_production_non_biogenic_waste,2.85132803000000E+04,3.15718984819975E+04
energy_production_wet_biomass,1.67800000000000E+04,1.09873000000000E+05
energy_production_dry_biomass,4.74168550000000E+04,6.21602300000000E+04
energy_production_oily_biomass,1.05000000000000E+04,1.05000000000000E+04
