year,max_demand
2010,50.6362163311847
2011,51.39763963368952
2012,52.159062936194346
2013,52.92048623869916
2014,53.681909541203986
2015,54.4433328437088
2016,55.77817369501354
2017,57.11301454631829
2018,58.447855397623044
2019,59.782696248927785
2020,61.11753710023253
2021,60.916997629613974
2022,60.716458158995415
2023,60.51591868837687
2024,60.31537921775831
2025,60.11483974713977
2026,60.553519839117854
2027,60.99219993109593
2028,61.43088002307402
2029,61.8695601150521
2030,62.30824020703019
2031,62.83152288817548
2032,63.35480556932077
2033,63.87808825046606
2034,64.40137093161134
2035,64.92465361275663
2036,65.21606253099921
2037,65.50747144924179
2038,65.79888036748437
2039,66.09028928572697
2040,66.38169820396955
2041,67.04285177116509
2042,67.70400533836063
2043,68.36515890555619
2044,69.02631247275173
2045,69.68746603994727
2046,70.76536569452199
2047,71.84326534909671
2048,72.92116500367143
2049,73.99906465824617
2050,75.07696431282088
