year,max_demand
2010,7.505673875496509
2011,7.618537659639186
2012,7.731401443781863
2013,7.844265227924539
2014,7.957129012067216
2015,8.069992796209892
2016,8.267852763472362
2017,8.46571273073483
2018,8.663572697997303
2019,8.861432665259771
2020,9.059292632522242
2021,9.029567191431166
2022,8.99984175034009
2023,8.970116309249017
2024,8.94039086815794
2025,8.910665427066865
2026,8.975689829453593
2027,9.04071423184032
2028,9.105738634227047
2029,9.170763036613774
2030,9.235787439000502
2031,9.313352261847527
2032,9.39091708469455
2033,9.468481907541575
2034,9.5460467303886
2035,9.623611553235625
2036,9.666806334821093
2037,9.710001116406561
2038,9.753195897992029
2039,9.796390679577499
2040,9.839585461162969
2041,9.937586524760107
2042,10.035587588357245
2043,10.133588651954383
2044,10.231589715551523
2045,10.329590779148662
2046,10.489365025013191
2047,10.64913927087772
2048,10.808913516742251
2049,10.96868776260678
2050,11.12846200847131
