year,preset_demand
2010,339.4003661588273
2011,308.953368782456
2012,307.51357412871226
2013,330.4941362136141
2014,294.7805528547693
2015,288.06131558688105
2016,280.1241638949928
2017,274.6217242228308
2018,274.13070301885926
2019,270.65656873024074
2020,267.05840289306786
2021,261.19682975802243
2022,237.39548207873514
2023,209.1205898070398
2024,188.21165808870674
2025,169.92626378383784
2026,152.94080076083245
2027,138.05010914199164
2028,125.5810059123354
2029,113.56133575075006
2030,103.64535257113344
2031,95.23610370642663
2032,88.2468056944808
2033,82.25699785612531
2034,75.6948344092023
2035,69.67810192725406
2036,62.855120787698205
2037,56.79599318087744
2038,50.73686557405654
2039,44.677737967235636
2040,38.61861036041474
2041,32.55948275359385
2042,26.500355146772954
2043,20.441227539952184
2044,14.382099933131286
2045,8.322972326310364
2046,2.26384471948948
2047,0.0
2048,0.0
2049,0.0
2050,0.0
