year,preset_demand
2010,5771.555711123564
2011,5253.799812439806
2012,5229.315881704236
2013,5620.1038936531595
2014,5012.788885916928
2015,4898.527217119178
2016,4763.554725204028
2017,4669.98488768618
2018,4661.6349961815295
2019,4602.55680536631
2020,4541.369438887788
2021,4441.692481297506
2022,4036.9468833904502
2023,3556.127967904249
2024,3200.568350694039
2025,2889.622392901449
2026,2600.781967577249
2027,2347.56345391459
2028,2135.524425282446
2029,1931.1280754728066
2030,1762.5052481039652
2031,1619.504670760317
2032,1500.6505772478977
2033,1398.7929686977186
2034,1287.2023645152494
2035,1184.886898237171
2036,1068.8610488588474
2037,965.8246469263643
2038,862.7882449938791
2039,759.7518430613937
2040,656.7154411289085
2041,553.6790391964232
2042,450.642637263938
2043,347.6062353314549
2044,244.56983339896968
2045,141.533431466484
2046,38.49702953399894
2047,0.0
2048,0.0
2049,0.0
2050,0.0
