year,max_demand
2010,331.62698036704063
2011,336.61369795548063
2012,341.6004155439207
2013,346.58713313236075
2014,351.57385072080075
2015,356.56056830924075
2016,365.3027151926788
2017,374.04486207611694
2018,382.787008959555
2019,391.5291558429931
2020,400.2713027264312
2021,398.9579285467597
2022,397.64455436708823
2023,396.3311801874168
2024,395.0178060077453
2025,393.70443182807395
2026,396.5774378461052
2027,399.4504438641365
2028,402.32344988216784
2029,405.1964559001991
2030,408.0694619182304
2031,411.4965476683106
2032,414.92363341839075
2033,418.35071916847096
2034,421.77780491855117
2035,425.2048906686313
2036,427.1133875234664
2037,429.0218843783015
2038,430.9303812331365
2039,432.8388780879716
2040,434.7473749428067
2041,439.077405441411
2042,443.40743594001526
2043,447.73746643861955
2044,452.0674969372239
2045,456.3975274358282
2046,463.4569136515622
2047,470.5162998672962
2048,477.5756860830303
2049,484.6350722987643
2050,491.6944585144983
