year,max_demand
2010,570.0752753642577
2011,578.6475706559355
2012,587.2198659476134
2013,595.7921612392913
2014,604.3644565309692
2015,612.936751822647
2016,627.9647262846008
2017,642.9927007465546
2018,658.0206752085086
2019,673.0486496704623
2020,688.0766241324162
2021,685.8189002695874
2022,683.5611764067586
2023,681.30345254393
2024,679.0457286811012
2025,676.7880048182725
2026,681.7267757682104
2027,686.6655467181482
2028,691.6043176680861
2029,696.543088618024
2030,701.4818595679619
2031,707.3731077725306
2032,713.2643559770994
2033,719.1556041816682
2034,725.0468523862369
2035,730.9381005908057
2036,734.2188555789786
2037,737.4996105671516
2038,740.7803655553246
2039,744.0611205434976
2040,747.3418755316707
2041,754.7853088919342
2042,762.2287422521977
2043,769.6721756124612
2044,777.1156089727247
2045,784.5590423329882
2046,796.6943080956928
2047,808.8295738583971
2048,820.9648396211018
2049,833.1001053838063
2050,845.2353711465107
