year,preset_demand
2.01000000000000E+03,3.47064422000000E+06
2.01100000000000E+03,3.85809100000000E+06
2.01200000000000E+03,3.45000162000000E+06
2.01300000000000E+03,3.35318987000000E+06
2.01400000000000E+03,3.25637813000000E+06
2.01500000000000E+03,3.15956638000000E+06
2.01600000000000E+03,3.06275464000000E+06
2.01700000000000E+03,2.96594289000000E+06
2.01800000000000E+03,2.86913115000000E+06
2.01900000000000E+03,2.77231941000000E+06
2.02000000000000E+03,2.67550766000000E+06
2.02100000000000E+03,2.57869592000000E+06
2.02200000000000E+03,2.48188417000000E+06
2.02300000000000E+03,2.38507243000000E+06
2.02400000000000E+03,2.28826068000000E+06
2.02500000000000E+03,2.19144894000000E+06
2.02600000000000E+03,2.09463719000000E+06
2.02700000000000E+03,1.99782545000000E+06
2.02800000000000E+03,1.90101370000000E+06
2.02900000000000E+03,1.80420196000000E+06
2.03000000000000E+03,1.70739021000000E+06
2.03100000000000E+03,1.61057847000000E+06
2.03200000000000E+03,1.51376672000000E+06
2.03300000000000E+03,1.41695498000000E+06
2.03400000000000E+03,1.32014323000000E+06
2.03500000000000E+03,1.22333149000000E+06
2.03600000000000E+03,1.12651975000000E+06
2.03700000000000E+03,1.02970800000000E+06
2.03800000000000E+03,9.32896260000000E+05
2.03900000000000E+03,8.36084510000000E+05
2.04000000000000E+03,7.39272770000000E+05
2.04100000000000E+03,6.42461020000000E+05
2.04200000000000E+03,5.45649280000000E+05
2.04300000000000E+03,4.48837530000000E+05
2.04400000000000E+03,3.52025790000000E+05
2.04500000000000E+03,2.55214040000000E+05
2.04600000000000E+03,1.58402300000000E+05
2.04700000000000E+03,6.15905500000000E+04
2.04800000000000E+03,0.00000000000000E+00
2.04900000000000E+03,0.00000000000000E+00
2.05000000000000E+03,0.00000000000000E+00
