key,share
industry_final_demand_for_other_food_crude_oil,9.34908645944314E-02
industry_final_demand_for_other_paper_crude_oil,4.25843326008019E-02
industry_final_demand_for_other_non_specified_crude_oil,8.63924802804767E-01
