year,preset_demand
2010,5227.46543341534
2011,4758.518896505044
2012,4736.3430901886195
2013,5090.291128898345
2014,4540.228308917787
2015,4436.738200894848
2016,4314.489699578549
2017,4229.740783390816
2018,4222.178044434801
2019,4168.669213226594
2020,4113.250040435499
2021,4022.9697284379954
2022,3656.3798992333022
2023,3220.888259502242
2024,2898.8475998404933
2025,2617.214825701585
2026,2355.6036735740586
2027,2126.256320186964
2028,1934.2064209590628
2029,1749.078717645573
2030,1596.3521313533336
2031,1466.832360179396
2032,1359.1827598716939
2033,1266.9273690417651
2034,1165.8565217252396
2035,1073.1864358692533
2036,968.0984583177435
2037,874.7754001260917
2038,781.4523419344378
2039,688.129283742784
2040,594.8062255511302
2041,501.4831673594764
2042,408.1601091678226
2043,314.83705097617076
2044,221.51399278451694
2045,128.1909345928627
2046,34.8678764012091
2047,0.0
2048,0.0
2049,0.0
2050,0.0
