converter_id;name;key;use_id;sector_id;energy_balance_group_id;co2_free;preset_demand;demand_expected_value;network_capacity_available_in_mw;network_capacity_used_in_mw;technical_lifetime;decrease_in_nominal_capacity_over_lifetime;construction_time;costs_per_mj;network_expansion_costs_in_euro_per_mw;ccs_investment_per_mw_input;ccs_operation_and_maintenance_cost_per_full_load_hour;typical_nominal_input_capacity;decommissioning_costs_per_mw_input;full_load_hours;residual_value_per_mw_input;operation_and_maintenance_cost_fixed_per_mw_input;wacc;operation_and_maintenance_cost_variable_per_full_load_hour;land_use_per_unit;installing_costs_per_mw_input;purchase_price_per_mw_input;economic_lifetime;part_ets;simult_sd;simult_se;simult_wd;simult_we;peak_load_units_present;availability;variability;;;;;;;;;;;;;;;;;
145;bio-diesel import;bio_diesel_import_export;1;3;;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;bio-ethanol import;bio_ethanol_import_export;1;3;;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;LPG import;lpg_import_export;3;3;;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;planes oil demand;planes_oil_demand;1;3;11;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;coal demand other non energy;coal_demand;2;6;13;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;oil demand other non energy;oil_demand;2;6;13;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;Oil demand industry non energy;oil_demand;2;2;13;1;899443000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;Gas demand industry non energy;gas_demand;2;2;13;1;82003784000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;Coal demand transport;coal_demand_transport;1;3;11;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Biomass demand industry non energy;biomass_demand;2;2;13;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;gas hot water combi;cv_hot_water;1;1;11;0;NULL;95187903898.7196;;;15;0;0;;;0;0;0.0181818181818182;0;700.8;0;11737;0.04;0;0;0;138710;15;0;;;;;;0;0;;;;;;;;;;;;;;;;;
159;gas demand other non energy;gas_demand;2;6;13;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;Coal demand industry energetic;coal_demand;1;2;13;0;NULL;593410898800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;Electricity demand non energetic industry;electricity_demand;2;2;13;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;energetic use agriculture electricity;electricity;1;4;14;0;NULL;0;0;0;0;0;;0;0;;;0;;5957;;;0;;;;;0;;;;;;;0;0.08;;;;;;;;;;;;;;;;;
163;energetic use agriculture gas;gas;1;4;14;0;NULL;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;energetic use agriculture oil;oil;1;4;14;0;NULL;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;energetic use agriculture steam / hot water;steam_hot_water;1;4;14;0;NULL;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;energetic use households biomass;biomass;1;1;14;0;NULL;204326000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;energetic use households coal;coal;1;1;14;0;NULL;44706282000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;energetic use households electricity;electricity;1;1;14;0;NULL;502202000000;0;0;0;;;0;0;;;;;5957;;;0;;;;;0;;;;;;;0;0.08;;;;;;;;;;;;;;;;;
170;energetic use households gas;gas;1;1;14;0;NULL;940474000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;energetic use households oil;oil;1;1;14;0;NULL;677392000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;energetic use households steam_hot_water;steam_hot_water;1;1;14;0;NULL;164050000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;energetic use industry biomass;biomass;1;2;14;0;NULL;156342762.914494;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;energetic use industry coal;coal;1;2;14;0;NULL;593410898800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;energetic use industry electricity;electricity;1;2;14;0;NULL;1026203000000;0;0;0;;;0;0;;;;;5957;;;0;;;;;0;;;;;;;0;0.08;;;;;;;;;;;;;;;;;
178;energetic use industry gas;gas;1;2;14;0;NULL;552444100828.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;energetic use industry oil;oil;1;2;14;0;NULL;426597000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;energetic use industry steam / hot water;steam_hot_water;1;2;14;0;NULL;403209000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;trains oil demand non energy;trains_oil_demand;2;3;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;energetic use other biomass;biomass;1;6;14;0;NULL;731054147.406775;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;energetic use other coal;coal;1;6;14;0;NULL;2317932000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;energetic use other electricity;electricity;1;6;14;0;NULL;73265550000;0;0;0;;;0;0;;;;;5957;;;0;;;;;0;;;;;;;0;0.08;;;;;;;;;;;;;;;;;
187;energetic use other gas;gas;1;6;14;0;NULL;60091650000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;energetic use other oil;oil;1;6;14;0;NULL;55507800000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;energetic use other steam / hot water;steam_hot_water;1;6;14;0;NULL;23584500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;energetic use buildings gas;gas;1;8;14;0;NULL;303369472850.123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;energetic use transport coal;coal;1;3;14;0;NULL;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;energetic use transport electricity;electricity;1;3;14;0;NULL;59400000000;0;0;0;;;0;0;;;;;5957;;;0;;;;;0;;;;;;;0;0.08;;;;;;;;;;;;;;;;;
194;energetic use transport diesel;diesel;1;3;;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;energetic use transport kerosine;kerosine;1;3;;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;energetic use transport oil;oil;1;3;14;0;NULL;2377058000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;non energetic use agriculture gas;gas;2;4;14;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;non energetic use industry biomass;biomass;2;2;14;1;NULL;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;non energetic use industry coal;coal;2;2;14;1;NULL;16014452000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;non energetic use industry electricity;electricity;2;2;14;1;NULL;0;0;0;0;;;0;0;;;;;5957;;;0;;;;;0;;;;;;;0;0.08;;;;;;;;;;;;;;;;;
203;non energetic use industry gas;gas;2;2;14;1;NULL;82003784000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;non energetic use industry oil;oil;2;2;14;1;NULL;899443000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;energetic use buildings electricity;electricity;1;8;14;0;NULL;415171450000;0;0;0;;;0;0;;;;;5957;;;0;;;;;0;;;;;;;0;0.08;;;;;;;;;;;;;;;;;
208;non energetic use other coal;coal;2;6;14;1;NULL;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;non energetic use other gas;gas;2;6;14;1;NULL;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;non energetic use other oil;oil;2;6;14;1;NULL;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;non energetic use transport oil;oil;2;3;14;1;NULL;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;heater on biomass hh;heater_on_biomass;1;1;11;0;NULL;191228179487.179;;;15;0;0;;;0;0;0.0123170731707317;0;1016.16;0;13120;0.04;0;0;0;246000;15;0;;;;;;0;0;;;;;;;;;;;;;;;;;
213;heater on coal hh;heater_on_coal;1;1;11;0;NULL;41725863200;;;15;0;0;;;0;0;0.012375;0;1042.44;0;4800;0.04;0;0;0;160000;15;0;;;;;;0;0;;;;;;;;;;;;;;;;;
215;heater on oil hh;heater_on_oil;1;1;11;0;NULL;610323485148.515;;;15;0;0;;;0;0;0.0123529411764706;0;981.12;0;5100;0.04;0;0;0;170000;15;0;;;;;;0;0;;;;;;;;;;;;;;;;;
216;energetic use transport gas;gas_demand;1;3;14;0;NULL;4882000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;effective lighting demand HH;effective_lighting_demand;1;1;7;0;2272565441.38123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;agriculture oil demand energetic;oil_demand;1;4;13;0;NULL;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;biomass demand other;biomass_demand;1;6;13;0;NULL;731054147.406775;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;grid losses electricity;grid_losses_electricity;3;5;;0;NULL;108425000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;grid losses oil;grid_losses_oil;3;5;;0;NULL;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;grid losses gas;grid_losses_gas;3;5;;0;NULL;42538965280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;grid losses heat network;grid_losses_heat_network;3;5;;0;NULL;37251000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;energy sector use electricity;electricity_demand;1;5;;0;0;0;0;0;0;;;0;0;;;;;5957;;;0;;;;;0;;;;;;;0;0.08;;;;;;;;;;;;;;;;;
228;energy sector use oil;oil_demand;1;5;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;energy sector use gas;gas_demand;1;5;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;energy sector use heat;heat_demand;1;5;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;local solar PV;local_solar_pv_grid_connected;1;5;18;0;NULL;55561927885.5206;;;25;0.4;0.5;;;0;0;6.25;0;1000;0;9000;0.06;0;0.00769230769230769;0;320000;25;1;-0.74277035725771;-0.243394863429976;-0.0377208724203593;0;2469.41901713425;0.98;1;;;;;;;;;;;;;;;;;
235;foreign bio-ethanol production;foreign_bioethanol_production;3;9;;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236;foreign bio-diesel production;foreign_bio_diesel_production;3;9;;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;gasheatpump;gasheatpump;1;1;11;0;NULL;46293928793.3611;;;20;0;0;;;0;0;3.108;0;4380;0;132.3;0.04;0;0;0;857.142857142857;20;0;;;;;;0;0;;;;;;;;;;;;;;;;;
240;uranium extraction;uranium_extraction;3;5;;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;greengas import;greengas_import_export;3;5;;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243;coal import;coal_import_export;3;5;;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
245;heat network unused;heat_network_unused;1;5;;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246;bio-oil import;bio_oil_import_export;3;5;;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;oil storage;oil_storage;3;5;30;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;electricity import;electricity_import_export;3;5;;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;earth;earth;1;7;37;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
251;water;water;1;7;37;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;energetic use transport greengas;greengas;1;3;14;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;compressed gas production;compressed_gas_production;1;3;23;0;NULL;4882000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;algue diesel production;algue_diesel_production;1;3;23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;sun;sun;1;7;37;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;air;air;1;7;37;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260;biogas plant;biogas_plant;3;5;;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261;gas CHP other;chp_other;1;6;25;0;NULL;0;;;15;0.469483568075118;1.5;;;0;0;1.65169253108268;0;4000;0;3667.04948105681;0.1;4.65185164319249;0.1;0;238917.441314554;15;0;0.75;0.75;0.75;0.75;0;0.97;0;;;;;;;;;;;;;;;;;
262;biomass burner agri;biomass_burner_agri;1;4;11;0;NULL;0;;;15;0;0;;;0;0;6.57181571815718;0;2190;0;760.824742268041;0.1;0;0;0;152672.164948454;15;0;;;;;;0;0;;;;;;;;;;;;;;;;;
263;oil burner agri;oil_burner_agri;1;4;11;0;NULL;0;;;15;0;0;;;0;0;6.33986928104575;0;2190;0;788.659793814433;0.1;0;0;0;47319.587628866;15;0;;;;;;0;0;;;;;;;;;;;;;;;;;
264;gas burner agri;gas_burner_agri;1;4;11;0;NULL;0;;;15;0;0;;;0;0;5.55555555555556;0;2190;0;900;0.1;0;0;0;54000;15;0;;;;;;0;0;;;;;;;;;;;;;;;;;
265;gas CHP agriculture;chp_agri;1;4;25;0;NULL;0;;;15;0;1.5;;;0;0;2.73972602739726;0;4004.95446265938;0;4767.80293173736;0.1;10.02;0.1;0;310250;15;0;0;0;1;1;0;0.97;0;;;;;;;;;;;;;;;;;
266;heat demand other;heat_demand_other;1;6;7;0;123854304786.378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;coal burner other;coal_burner_other;1;6;11;0;NULL;2317932000;;;15;0;0;;;0;0;125;0;2190;0;800;0.1;0;0;0;160533.333333333;15;0;;;;;;0;0;;;;;;;;;;;;;;;;;
268;oil burner other;oil_burner_other;1;6;11;0;NULL;55507800000;;;15;0;0;;;0;0;6.33986928104575;0;2190;0;788.659793814433;0.1;0;0;0;47319.587628866;15;0;;;;;;0;0;;;;;;;;;;;;;;;;;
269;biomass burner other;biomass_burner_other;1;6;11;0;NULL;731054147.406775;;;15;0;0;;;0;0;6.57181571815718;0;2190;0;760.824742268041;0.1;0;0;0;152672.164948454;15;0;;;;;;0;0;;;;;;;;;;;;;;;;;
270;gas burner other;gas_burner_other;1;6;11;0;NULL;60091650000;;;15;0;0;;;0;0;5.55555555555556;0;2190;0;900;0.1;0;0;0;54000;15;0;;;;;;0;0;;;;;;;;;;;;;;;;;
271;biomass hot water;biomass_boiler;1;1;11;0;NULL;7858692307.69231;;;15;0;0;;;0;0;0.0123170731707317;0;1349.04;0;17375.1351351351;0.04;0;0;0;246000;15;0;;;;;;0;0;;;;;;;;;;;;;;;;;
272;lignite extraction;lignite_extraction;1;5;34;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;coal burner industry;coal_burner_industry;1;2;11;0;NULL;;;;15;0;0;;;0;0;125;0;2190;0;800;0.1;0;0;0;160533.333333333;15;0;;;;;;0;0;;;;;;;;;;;;;;;;;
274;oil burner industry;oil_burner_industry;1;2;11;0;NULL;;;;15;0;0;;;0;0;120.481927710843;0;2190;0;830;0.1;0;0;0;49800;15;0;;;;;;0;0;;;;;;;;;;;;;;;;;
275;biomass burner industry;biomass_burner_industry;1;2;11;0;NULL;;;;15;0;0;;;0;0;125;0;2190;0;800;0.1;0;0;0;160533.333333333;15;0;;;;;;0;0;;;;;;;;;;;;;;;;;
276;gas burner industry;gas_burner_industry;1;2;11;0;NULL;;;;15;0;0;;;0;0;111.111111111111;0;2190;0;900;0.1;0;0;0;54000;15;0;;;;;;0;0;;;;;;;;;;;;;;;;;
279;heatpump with TS agri;heat_pump_with_CHS_agri;1;4;11;0;NULL;;;;15;0;0;;;0;0;5;0;971.765172263585;0;3595.53113737527;0.1;0;0;0;662857.142857143;15;0;0;0;1;1;0;0;0;;;;;;;;;;;;;;;;;
280;geothermal agri;geothermal_agri;1;4;11;0;NULL;;;;25;0;0;;;0;0;8.5;0;3672.39293209657;0;3333.33333333333;0.1;0;0;0;1000000;25;0;;;;;;0;0;;;;;;;;;;;;;;;;;
281;energetic use biomass agriculture;energetic_use_biomass_agriculture;1;4;14;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283;lignite distribution;lignite_distribution;3;5;28;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284;waste distribution;waste_distribution;3;5;28;0;NULL;109440000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
285;heating demand with current insulation old houses;heating_demand_with_current_insulation;1;1;5;0;1639453401958.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
286;heating savings insulation old houses ;extra_insulation_savings;1;1;6;0;NULL;;0;0;0;;;0.00416801435381953;0;;;;;0;;;0;;;;;0;;;;;;;0;0;;;;;;;;;;;;;;;;;
287;energy sector gas mixer;energy_sector_gas_mixer;3;5;27;0;NULL;986922437425.889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289;algue diesel distribution;algue_diesel_distribution;1;3;22;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
290;algue diesel import;algue_diesel_import_export;1;3;;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
291;LPG trucks;lpg_trucks;1;3;11;0;NULL;;0;0;0;0;;0;0;;;0.01;;0;;;0;;;;;0;;;;;;;0;0;;;;;;;;;;;;;;;;;
293;coal hot water;coal_boiler;1;1;11;0;NULL;2980418800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294;oil hot water;oil_boiler;1;1;11;0;NULL;67068514851.4852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295;Other electric transport;other_electric_transport;1;3;11;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298;unused CHPs heat industry;unused_CHPs_heat_industry;1;2;;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
299;unused CHPs heat other;unused_CHPs_heat_other;1;6;;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300;unused CHPs heat agriculture;unused_CHPs_heat_agriculture;1;4;15;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301;LV-MV transformer ;lv_mv_transformer;3;5;19;0;NULL;;42076.8;25713.6;40;;;0;85000;;;;;0;;;0.055;;;;;40;;0.7;0.7;0.7;0.7;0;0;0;;;;;;;;;;;;;;;;;
302;MV transport network ;mv_transport_network;3;5;20;0;NULL;;30301.7;20619.5;40;;;0;200000;;;;;0;;;0.055;;;;;40;;1;1;1;1;0;0;0;;;;;;;;;;;;;;;;;
303;MV-HV transformer ;mv_hv_transformer;3;5;21;0;NULL;;21340;16490;40;;;0;150000;;;;;0;;;0.055;;;;;40;;1;1;1;1;0;0;0;;;;;;;;;;;;;;;;;
304;foreign gas power;foreign_gas_power;3;5;;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305;foreign nuclear power;foreign_nuclear_power;3;5;;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306;foreign coal power;foreign_coal_power;3;5;;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
307;foreign sustainable power;foreign_sustainable_power;3;5;;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
308;backup burner heat network;backup_burner_heat_network;3;5;;0;NULL;0;;;15;0;0;;;0;0;111.111111111111;0;2190;0;900;0.1;0;0;0;54000;15;0;;;;;;0;0;;;;;;;;;;;;;;;;;
309;diesel mixer;diesel_mixer;1;3;21;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310;gasoline mixer;gasoline_mixer;1;3;21;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
311;cokes production;cokes_production;3;5;23;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
312;electricity export;electricity_export;3;5;;0;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
313;heating schools current insulation;heating_schools_current_insulation;1;8;5;0;67541340275.9148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
314;heating new houses current insulation;heating_new_houses_current_insulation;1;1;5;0;177925175406.296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
315;heating offices current insulation;heating_offices_current_insulation;1;8;5;0;195869886800.153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
316;heatpump addon;heatpump_addon;1;1;11;0;NULL;46667134107.7085;;;15;0;0;;;0;0;0.0041;0;2500;0;75000;0.04;0;0;0;1112000;15;0;0;0;0.57;0.45;5058767.92495486;0;0;;;;;;;;;;;;;;;;;
318;collective gas chp hh;collective_gas_chp;1;1;17;0;NULL;0;;;15;0;0;;;0;0;1.41085271317829;0;3942;0;0;0.04;8.05749101978691;0;0;1827.5;15;0;0.75;0.75;0.75;0.75;0;0.97;0;;;;;;;;;;;;;;;;;
319;collective biomass chp hh;collective_biomass_chp;1;1;17;0;NULL;0;;;15;0;0;;;0;0;208.333333333333;0;6097.77777777778;0;0;0.04;537.5;0;0;12;15;0;0.75;0.75;0.75;0.75;0;0.97;0;;;;;;;;;;;;;;;;;
320;collective geothermal hh;collective_geothermal;1;1;16;0;NULL;1093400000;;;25;0;0;;;0;0;3.706;0;3672.39293209657;0;7554.63688888437;0.04;0;0;0;1000000;25;0;;;;;;0;0;;;;;;;;;;;;;;;;;
321;ground source heatpump cooling;heatpump_cooling;1;1;11;0;NULL;0;;;15;0;0;;;0;0;0.0041;0;2500;0;2870;0.04;0;0;0;605000;15;0;1.9574835417699;0.484698747768841;2.80578502945801;3.66713847099266;0;0;0;;;;;;;;;;;;;;;;;
322;gasheatpump cooling;gasheatpump_cooling;1;1;11;0;NULL;0;;;20;0;0;;;0;0;3.403;0;4000;0;44102.88;0.04;0;0;0;857142.857142857;20;0;;;;;;0;0;;;;;;;;;;;;;;;;;
323;heatpump ts cooling;heatpump_ts_cooling;1;1;11;0;NULL;0;;;20;0;0;;;0;0;6.215;0;2190;0;19055.19;0.04;0;0;0;1368750;20;0;1;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
324;cooking demand;cooking_demand;1;1;7;0;74739923618.0346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
325;gas stove;gas_stove;1;1;11;0;NULL;19889178247.734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
326;electric stove;electric_stove;1;1;11;0;NULL;47427282805.3837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
327;halogen stove;halogen_stove;1;1;11;0;NULL;21737504619.1342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328;induction stove;induction_stove;1;1;11;0;NULL;30688241815.2483;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329;dishwasher;dishwasher;1;1;11;0;16351226198.8304;16351226198.8304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;fridge/ freezer;fridge;1;1;11;0;44965872046.7836;44965872046.7836;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
332;vacuum cleaner;vacuum_cleaner;1;1;11;0;10219516374.269;10219516374.269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
333;washing machine;washing_machine;1;1;11;0;12263419649.1228;12263419649.1228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
334;clothes dryer;clothes_dryer;1;1;11;0;26570742573.0994;26570742573.0994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
335;tv;tv;1;1;11;0;24526839298.2456;24526839298.2456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
337;computer / media;computer;1;1;11;0;32702452397.6608;32702452397.6608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
338;insulation savings;insulation_savings;1;8;6;0;NULL;;0;0;0;;;0.00583522009534733;0;;;;;0;;;0;;;;;0;;;;;;;0;0;;;;;;;;;;;;;;;;;
339;heating;heating;1;8;7;0;NULL;529939746780.255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
