key,demand,max_demand
energy_distribution_greengas,4.66248985882905E+03,
energy_production_biogenic_waste,1.89440100000000E+04,1.95500000000000E+04
energy_production_non_biogenic_waste,1.54999900000000E+04,1.59950000000000E+04
energy_production_wet_biomass,0.00000000000000E+00,0.00000000000000E+00
energy_production_dry_biomass,6.59430000000000E+04,0.00000000000000E+00
energy_production_oily_biomass,0.00000000000000E+00,0.00000000000000E+00
