key,share
industry_final_demand_for_other_minerals_crude_oil,2.82226482878205E-01
industry_final_demand_for_other_transport_equipment_crude_oil,3.53455598377335E-02
industry_final_demand_for_other_machinery_crude_oil,2.66163035707879E-01
industry_final_demand_for_other_mining_crude_oil,1.76067128905632E-02
industry_final_demand_for_other_food_crude_oil,1.83705828748558E-01
industry_final_demand_for_other_paper_crude_oil,3.76936420845771E-02
industry_final_demand_for_other_wood_products_crude_oil,1.98831724726322E-02
industry_final_demand_for_other_construction_crude_oil,0.00000000000000E+00
industry_final_demand_for_other_textile_crude_oil,2.28560385939556E-02
industry_final_demand_for_other_non_specified_crude_oil,1.34519526785896E-01
