key,share
households_water_heater_heatpump_air_water_electricity,1.40994381426909E-02
households_water_heater_heatpump_ground_water_electricity,0.00000000000000E+00
households_water_heater_resistive_electricity,9.85900561857309E-01
households_water_heater_hybrid_heatpump_air_water_electricity,0.00000000000000E+00
