key,share
buildings_final_demand_for_space_heating_electricity,1.37254901960784E-01
buildings_final_demand_for_cooling_electricity,3.39869281045752E-01
buildings_final_demand_for_lighting_electricity,2.09150326797386E-01
buildings_final_demand_for_appliances_electricity,3.13725490196079E-01
