key,share
households_final_demand_for_cooling_electricity,7.45711887391422E-02
households_final_demand_for_space_heating_electricity,7.47623535208443E-02
households_final_demand_for_hot_water_electricity,1.98081217435421E-02
households_final_demand_for_cooking_electricity,3.19590808882038E-02
households_final_demand_for_lighting_electricity,1.38489350515550E-01
households_final_demand_for_applicances_electricity,6.60409904592718E-01
