year,preset_demand
2010,6160.991388994466
2011,5608.299914970604
2012,5582.163931194192
2013,5999.320361287957
2014,5351.026778006989
2015,5229.055303972991
2016,5084.9755441886955
2017,4985.092082593407
2018,4976.178782222757
2019,4913.114290929979
2020,4847.798307362
2021,4741.39564781367
2022,4309.3398437550195
2023,3796.077675590059
2024,3416.52667590304
2025,3084.59964196476
2026,2776.269711130658
2027,2505.9652801775146
2028,2279.61891969526
2029,2061.4309277311418
2030,1881.4302763634205
2031,1728.7807361471757
2032,1601.9069635756887
2033,1493.1765136604688
2034,1374.056334306427
2035,1264.8371327165873
2036,1140.9824400307114
2037,1030.9936576586495
2038,921.0048752865852
2039,811.0160929145209
2040,701.0273105424566
2041,591.0385281703923
2042,481.04974579832805
2043,371.0609634262661
2044,261.0721810542018
2045,151.08339868213702
2046,41.09461631007296
2047,0.0
2048,0.0
2049,0.0
2050,0.0
