key,demand,full_load_hours
energy_heater_for_heat_network_geothermal,0.00000000000000E+00,3.67200000000000E+03
energy_heater_for_heat_network_wood_pellets,1.66133004926108E+03,2.19000000000000E+03
energy_heater_for_heat_network_coal,1.40666666666667E+04,2.19000000000000E+03
energy_heater_for_heat_network_lignite,0.00000000000000E+00,2.19000000000000E+03
energy_heater_for_heat_network_crude_oil,2.40694444444444E+03,2.19000000000000E+03
energy_heater_for_heat_network_network_gas,5.96986486486486E+04,2.19000000000000E+03
energy_heater_for_heat_network_waste_mix,1.68378378378378E+03,2.19000000000000E+03
energy_power_supercritical_coal,1.01205741000000E+06,5.37000000000000E+03
energy_power_ultra_supercritical_coal,2.74110722608696E+05,5.37000000000000E+03
energy_power_ultra_supercritical_ccs_coal,0.00000000000000E+00,6.00000000000000E+03
energy_power_ultra_supercritical_cofiring_coal,1.20788571428571E+05,5.37000000000000E+03
energy_power_combined_cycle_coal,0.00000000000000E+00,4.60000000000000E+03
energy_power_combined_cycle_ccs_coal,0.00000000000000E+00,4.50000000000000E+03
energy_power_ultra_supercritical_lignite,0.00000000000000E+00,6.32900000000000E+03
energy_power_ultra_supercritical_oxyfuel_ccs_lignite,0.00000000000000E+00,5.97200000000000E+03
energy_power_turbine_network_gas,2.05464917647059E+05,2.00000000000000E+03
energy_power_combined_cycle_network_gas,4.06456500000000E+05,4.20000000000000E+03
energy_power_combined_cycle_ccs_network_gas,0.00000000000000E+00,3.50000000000000E+03
energy_power_ultra_supercritical_network_gas,7.86690000000000E+02,7.00000000000000E+02
energy_power_ultra_supercritical_crude_oil,8.06400000000000E+03,2.00000000000000E+02
energy_power_engine_diesel,1.46842105263158E+03,2.00000000000000E+02
energy_power_engine_network_gas,1.31115000000000E+03,7.00000000000000E+02
energy_power_supercritical_waste_mix,4.35024000000000E+04,3.80000000000000E+03
energy_power_nuclear_gen2_uranium_oxide,7.92056250000000E+05,6.52000000000000E+03
energy_power_nuclear_gen3_uranium_oxide,0.00000000000000E+00,7.84300000000000E+03
energy_power_hydro_river,9.70714285714286E+03,3.55900000000000E+03
energy_power_hydro_mountain,1.00136842105263E+04,3.55900000000000E+03
energy_power_geothermal,0.00000000000000E+00,8.25000000000000E+03
energy_power_solar_pv_solar_radiation,0.00000000000000E+00,8.72000000000000E+02
energy_power_solar_csp_solar_radiation,0.00000000000000E+00,5.00000000000000E+02
energy_power_wind_turbine_coastal,9.73950680412371E+03,3.00000000000000E+03
energy_power_wind_turbine_offshore,1.17746276288660E+04,3.50000000000000E+03
energy_power_wind_turbine_inland,5.11687521649484E+04,2.50000000000000E+03
buildings_solar_pv_solar_radiation,4.67265562248996E+03,8.72000000000000E+02
households_solar_pv_solar_radiation,2.20573443775100E+04,8.72000000000000E+02
agriculture_chp_engine_network_gas,0.00000000000000E+00,3.60000000000000E+03
agriculture_chp_engine_biogas,0.00000000000000E+00,8.00000000000000E+03
agriculture_chp_supercritical_wood_pellets,0.00000000000000E+00,6.00000000000000E+03
households_collective_chp_network_gas,0.00000000000000E+00,4.00000000000000E+03
households_collective_chp_biogas,0.00000000000000E+00,8.00000000000000E+03
households_collective_chp_wood_pellets,0.00000000000000E+00,6.00000000000000E+03
buildings_collective_chp_network_gas,1.03272445856372E+04,4.00000000000000E+03
buildings_chp_engine_biogas,9.23603200000000E+03,8.00000000000000E+03
buildings_collective_chp_wood_pellets,0.00000000000000E+00,6.00000000000000E+03
industry_chp_turbine_gas_power_fuelmix,2.28884676445807E+04,6.00000000000000E+03
industry_chp_engine_gas_power_fuelmix,2.25900667971129E+04,6.00000000000000E+03
industry_chp_combined_cycle_gas_power_fuelmix,1.13660727686781E+05,6.00000000000000E+03
industry_chp_ultra_supercritical_coal,8.73600000000000E+03,7.00000000000000E+03
energy_chp_combined_cycle_network_gas,0.00000000000000E+00,4.50000000000000E+03
energy_chp_ultra_supercritical_cofiring_coal,0.00000000000000E+00,4.50000000000000E+03
energy_chp_ultra_supercritical_coal,0.00000000000000E+00,4.50000000000000E+03
energy_chp_ultra_supercritical_lignite,0.00000000000000E+00,7.00000000000000E+03
energy_chp_supercritical_waste_mix,1.51600000000000E+04,6.00000000000000E+03
