year,preset_demand
2010,7191.788789720141
2011,6546.626331911959
2012,6516.117528496445
2013,7003.06853168518
2014,6246.308745749411
2015,6103.930186157477
2016,5935.744396595549
2017,5819.149401727901
2018,5808.744814277972
2019,5735.128983176668
2020,5658.88496192177
2021,5534.680040047829
2022,5030.33684396528
2023,4431.200621540099
2024,3988.1468251085344
2025,3600.6849750649517
2026,3240.7682668434536
2027,2925.239116808759
2028,2661.0226757960227
2029,2406.3295824957904
2030,2196.212965718636
2031,2018.0235830741167
2032,1869.9225198395445
2033,1743.00034426268
2034,1603.9501303574682
2035,1476.4574299100825
2036,1331.8805697632463
2037,1203.489529731706
2038,1075.0984897001629
2039,946.7074496686199
2040,818.316409637077
2041,689.925369605534
2042,561.534329573991
2043,433.1432895424507
2044,304.7522495109077
2045,176.36120947936413
2046,47.97016944782141
2047,0.0
2048,0.0
2049,0.0
2050,0.0
