year,max_demand
2010,2246.5621751885064
2011,2280.3440197782843
2012,2314.1258643680617
2013,2347.9077089578395
2014,2381.6895535476174
2015,2415.4713981373948
2016,2474.693891121943
2017,2533.916384106492
2018,2593.1388770910407
2019,2652.3613700755886
2020,2711.5838630601374
2021,2702.686587118797
2022,2693.789311177456
2023,2684.8920352361156
2024,2675.9947592947747
2025,2667.0974833534347
2026,2686.5602744751172
2027,2706.0230655968
2028,2725.4858567184824
2029,2744.948647840165
2030,2764.4114389618476
2031,2787.6277683712833
2032,2810.844097780719
2033,2834.0604271901548
2034,2857.2767565995905
2035,2880.493086009026
2036,2893.4219401112864
2037,2906.350794213547
2038,2919.279648315807
2039,2932.208502418068
2040,2945.137356520329
2041,2974.4705631394363
2042,3003.8037697585432
2043,3033.1369763776506
2044,3062.470182996758
2045,3091.8033896158654
2046,3139.6262478005715
2047,3187.4491059852767
2048,3235.2719641699828
2049,3283.094822354689
2050,3330.9176805393945
