key,share
industry_final_demand_for_other_minerals_coal_non_energetic,0.00000000000000E+00
industry_final_demand_for_other_transport_equipment_coal_non_energetic,0.00000000000000E+00
industry_final_demand_for_other_machinery_coal_non_energetic,0.00000000000000E+00
industry_final_demand_for_other_mining_coal_non_energetic,0.00000000000000E+00
industry_final_demand_for_other_food_coal_non_energetic,0.00000000000000E+00
industry_final_demand_for_other_paper_coal_non_energetic,0.00000000000000E+00
industry_final_demand_for_other_wood_products_coal_non_energetic,0.00000000000000E+00
industry_final_demand_for_other_construction_coal_non_energetic,0.00000000000000E+00
industry_final_demand_for_other_textile_coal_non_energetic,0.00000000000000E+00
industry_final_demand_for_other_non_specified_coal_non_energetic,1.00000000000000E+00
