key,share
industry_final_demand_for_other_minerals_crude_oil_non_energetic,0.00000000000000E+00
industry_final_demand_for_other_transport_equipment_crude_oil_non_energetic,0.00000000000000E+00
industry_final_demand_for_other_machinery_crude_oil_non_energetic,0.00000000000000E+00
industry_final_demand_for_other_mining_crude_oil_non_energetic,0.00000000000000E+00
industry_final_demand_for_other_food_crude_oil_non_energetic,0.00000000000000E+00
industry_final_demand_for_other_paper_crude_oil_non_energetic,0.00000000000000E+00
industry_final_demand_for_other_wood_products_crude_oil_non_energetic,0.00000000000000E+00
industry_final_demand_for_other_construction_crude_oil_non_energetic,0.00000000000000E+00
industry_final_demand_for_other_textile_crude_oil_non_energetic,0.00000000000000E+00
industry_final_demand_for_other_non_specified_crude_oil_non_energetic,1.00000000000000E+00
