year,preset_demand
2010,386.28660230860345
2011,351.63352488230043
2012,349.9948307609261
2013,376.150027195701
2014,335.5028147955313
2015,327.8553529978522
2016,318.8217288041981
2017,312.559158290727
2018,312.00030529156766
2019,308.04623904967605
2020,303.95100700406897
2021,297.279690776141
2022,270.1903218710553
2023,238.00941355357932
2024,214.21203147415696
2025,193.40061362614122
2026,174.06870519583404
2027,157.12094896160698
2028,142.92930982187454
2029,129.24919038023512
2030,117.96337034900137
2031,108.3924314349433
2032,100.43760153268742
2033,93.62033570429108
2034,86.15164658531891
2035,79.30373662648297
2036,71.53819932950394
2037,64.64203759967907
2038,57.74587586985404
2039,50.849714140029015
2040,43.953552410204
2041,37.05739068037898
2042,30.16122895055396
2043,23.265067220729083
2044,16.368905490904062
2045,9.472743761079013
2046,2.576582031254006
2047,0.0
2048,0.0
2049,0.0
2050,0.0
