key,share
industry_final_demand_for_other_food_steam_hot_water,1.21012365431478E-01
industry_final_demand_for_other_paper_steam_hot_water,3.41753823282533E-01
industry_final_demand_for_other_non_specified_steam_hot_water,5.37233811285989E-01
