year,preset_demand
2010,991.9588021239954
2011,902.9719592765596
2012,898.7638996442261
2013,965.9287383150474
2014,861.5493477765682
2015,841.9111646276368
2016,818.7134068477369
2017,802.631534197655
2018,801.1964361427484
2019,791.0426519074562
2020,780.5263630946881
2021,763.39485810721
2022,693.8311254569219
2023,611.1926516525339
2024,550.0825264757564
2025,496.6401627084333
2026,446.9970826360412
2027,403.4763499149962
2028,367.0331461458463
2029,331.90349160141903
2030,302.92224179295187
2031,278.3446948533191
2032,257.9172104575805
2033,240.41091641455182
2034,221.2318098454521
2035,203.6468236739848
2036,183.70543034342722
2037,165.996536770915
2038,148.28764319840235
2039,130.57874962588974
2040,112.86985605337712
2041,95.1609624808645
2042,77.45206890835188
2043,59.74317533583963
2044,42.03428176332701
2045,24.325388190814312
2046,6.616494618301728
2047,0.0
2048,0.0
2049,0.0
2050,0.0
