year,max_demand
2010,22.478332585894186
2011,22.816342166239007
2012,23.154351746583828
2013,23.49236132692865
2014,23.83037090727347
2015,24.168380487618286
2016,24.760940492667228
2017,25.353500497716173
2018,25.946060502765118
2019,26.53862050781406
2020,27.131180512863004
2021,27.04215741351293
2022,26.95313431416285
2023,26.864111214812777
2024,26.775088115462697
2025,26.686065016112625
2026,26.880803045940915
2027,27.075541075769205
2028,27.2702791055975
2029,27.46501713542579
2030,27.65975516525408
2031,27.892049815120686
2032,28.12434446498729
2033,28.356639114853895
2034,28.5889337647205
2035,28.821228414587104
2036,28.95059010583018
2037,29.07995179707326
2038,29.209313488316337
2039,29.338675179559417
2040,29.4680368708025
2041,29.76153490147228
2042,30.055032932142062
2043,30.348530962811843
2044,30.642028993481624
2045,30.935527024151405
2046,31.414026183158064
2047,31.89252534216472
2048,32.371024501171384
2049,32.84952366017804
2050,33.328022819184696
