year,preset_demand
2010,3952.4397279691893
2011,3597.873457491364
2012,3581.106529234983
2013,3848.723466669057
2014,3432.825902110799
2015,3354.5779596591838
2016,3262.146964286432
2017,3198.069068887729
2018,3192.3509497948808
2019,3151.8934024503087
2020,3109.99146296917
2021,3041.7313288109503
2022,2764.556046970508
2023,2435.2847241858985
2024,2191.7926698660117
2025,1978.8526553631261
2026,1781.0508096849107
2027,1607.643332853544
2028,1462.436126583238
2029,1322.4627305571885
2030,1206.9875284984778
2031,1109.0587912039127
2032,1027.6658939431497
2033,957.9124203946305
2034,881.4936592642775
2035,811.4266385260432
2036,731.9705612555041
2037,661.4098339909192
2038,590.8491067263327
2039,520.2883794617462
2040,449.7276521971598
2041,379.16692493257335
2042,308.6061976679869
2043,238.04547040340194
2044,167.4847431388155
2045,96.92401587422874
2046,26.363288609642442
2047,0.0
2048,0.0
2049,0.0
2050,0.0
