year,preset_demand
2010,16084.078383081416
2011,14641.204594012306
2012,14572.973170668707
2013,15662.01490048187
2014,13969.559230544368
2015,13651.13665453376
2016,13274.997490644362
2017,13014.238576366068
2018,12990.969233372085
2019,12826.331083908975
2020,12655.815117720149
2021,12378.036979708017
2022,11250.098474428141
2023,9910.160074484542
2024,8919.292267032652
2025,8052.753086201504
2026,7247.817246777264
2027,6542.151976328941
2028,5951.2450306992105
2029,5381.6365791654425
2030,4911.721203082332
2031,4513.209500182495
2032,4181.988829034942
2033,3898.1336880931635
2034,3587.1547918785686
2035,3302.023700404139
2036,2978.6847344009393
2037,2691.544551070695
2038,2404.4043677404443
2039,2117.2641844101936
2040,1830.1240010799434
2041,1542.983817749693
2042,1255.8436344194424
2043,968.7034510891979
2044,681.5632677589474
2045,394.4230844286957
2046,107.28290109844579
2047,0.0
2048,0.0
2049,0.0
2050,0.0
