year,max_demand
2010,0.15475616238137133
2011,0.15708325071421
2012,0.1594103390470487
2013,0.16173742737988742
2014,0.1640645157127261
2015,0.16639160404556477
2016,0.17047119099943014
2017,0.1745507779532955
2018,0.17863036490716086
2019,0.1827099518610262
2020,0.18678953881489158
2021,0.1861766431222921
2022,0.1855637474296926
2023,0.1849508517370931
2024,0.1843379560444936
2025,0.18372506035189412
2026,0.1850657696794555
2027,0.1864064790070169
2028,0.1877471883345783
2029,0.18908789766213968
2030,0.19042860698970104
2031,0.19202788168757787
2032,0.19362715638545466
2033,0.19522643108333146
2034,0.19682570578120825
2035,0.19842498047908505
2036,0.19931559453239364
2037,0.2002062085857023
2038,0.2010968226390109
2039,0.20198743669231956
2040,0.2028780507456282
2041,0.20489869123216714
2042,0.20691933171870608
2043,0.20893997220524502
2044,0.21096061269178398
2045,0.21298125317832292
2046,0.21627556752604518
2047,0.21956988187376741
2048,0.2228641962214897
2049,0.226158510569212
2050,0.22945282491693422
