year,max_demand
2010,97.91422393869364
2011,99.38657272688067
2012,100.85892151506772
2013,102.33127030325477
2014,103.8036190914418
2015,105.27596787962884
2016,107.85712254533945
2017,110.43827721105006
2018,113.01943187676069
2019,115.60058654247129
2020,118.1817412081819
2021,117.7939621034742
2022,117.4061829987665
2023,117.0184038940588
2024,116.6306247893511
2025,116.24284568464341
2026,117.09111247619151
2027,117.9393792677396
2028,118.78764605928768
2029,119.63591285083577
2030,120.48417964238386
2031,121.4960407437305
2032,122.50790184507716
2033,123.51976294642381
2034,124.53162404777046
2035,125.5434851491171
2036,126.10697666064547
2037,126.67046817217384
2038,127.23395968370221
2039,127.79745119523058
2040,128.36094270675898
2041,129.63940194259214
2042,130.91786117842534
2043,132.19632041425854
2044,133.47477965009173
2045,134.7532388859249
2046,136.8375515737288
2047,138.92186426153265
2048,141.00617694933655
2049,143.09048963714042
2050,145.17480232494427
