year,max_demand
2010,117.43671382310363
2011,119.20262480447828
2012,120.96853578585292
2013,122.73444676722757
2014,124.50035774860221
2015,126.26626872997684
2016,129.36206328991756
2017,132.4578578498583
2018,135.55365240979904
2019,138.64944696973976
2020,141.7452415296805
2021,141.28014563335137
2022,140.8150497370222
2023,140.3499538406931
2024,139.88485794436397
2025,139.41976204803487
2026,140.43715932125482
2027,141.45455659447478
2028,142.47195386769474
2029,143.4893511409147
2030,144.50674841413465
2031,145.72035801861847
2032,146.93396762310226
2033,148.14757722758608
2034,149.36118683206988
2035,150.5747964365537
2036,151.25063891090693
2037,151.9264813852602
2038,152.60232385961345
2039,153.2781663339667
2040,153.95400880831997
2041,155.48737184153003
2042,157.02073487474013
2043,158.5540979079502
2044,160.0874609411603
2045,161.62082397437035
2046,164.1207144171394
2047,166.6206048599084
2048,169.12049530267748
2049,171.62038574544653
2050,174.12027618821554
