116,agriculture_biomass_primary_demand,PJ,primary_demand_of_biomass_from_agriculture,PJ,General,Supporting calculations,,0,,,,,2
1495,chart_biomass_41_electricity_production_792,PJ,biomass_in_source_of_electricity_production,PJ,Output elements,Output series,,0,,,,"643,642",0
1491,chart_coal_41_electricity_production_788,PJ,coal_in_source_of_electricity_production,PJ,Output elements,Output series,,0,,,,"67,644",0
1502,chart_demand_policy_41_electricity_production_799,PJ,demand_in_source_of_electricity_production,PJ,Output elements,Output series,,0,,,,368,0
1503,chart_demand_policy_41_electricity_production_800,PJ,demand_in_source_of_electricity_production,PJ,Output elements,Output series,,0,,,,368,0
1492,chart_gas_41_electricity_production_789,PJ,gas_in_source_of_electricity_production,PJ,Output elements,Output series,,0,,,,58,0
1499,chart_geothermal_41_electricity_production_796,PJ,geothermal_in_source_of_electricity_production,PJ,Output elements,Output series,,0,,,,650,0
1498,chart_greengas_41_electricity_production_795,PJ,greengas_in_source_of_electricity_production,PJ,Output elements,Output series,,0,,,,59,0
1497,chart_hydro_41_electricity_production_794,PJ,hydro_in_source_of_electricity_production,PJ,Output elements,Output series,,0,,,,649,0
1494,chart_nuclear_41_electricity_production_791,PJ,nuclear_in_source_of_electricity_production,PJ,Output elements,Output series,,0,,,,645,0
1493,chart_oil_41_electricity_production_790,PJ,oil_in_source_of_electricity_production,PJ,Output elements,Output series,,0,,,,648,0
1501,chart_solar_41_electricity_production_798,PJ,solar_in_source_of_electricity_production,PJ,Output elements,Output series,,0,,,,646,0
1500,chart_waste_41_electricity_production_797,PJ,waste_in_source_of_electricity_production,PJ,Output elements,Output series,,0,,,,651,0
1496,chart_wind_41_electricity_production_793,PJ,wind_in_source_of_electricity_production,PJ,Output elements,Output series,,0,,,,647,0
1675,check_divide_final_by_primary_demand,factor,check_dividing_final_demand_by_primary_demand,factor,Modules,Monitoring,Monitoring,0,,,,"28,1671",0
1674,check_divide_primary_by_useful_demand,factor,check_dividing_primary_demand_by_useful_demand,factor,Modules,Monitoring,Monitoring,0,,,,"1671,1672",0
1673,check_divide_useful_by_final_demand,factor,check_dividing_useful_demand_by_final_demand,factor,Modules,Monitoring,Monitoring,0,,,,"1672,28",0
573,costs_share_of_sustainable_wind,factor,share_of_total_costs_assigned_to_wind,factor,Modules,EnergyMixer,,0,,already renamed,,"571,23",0
443,electricity_cost,euro,average_costs_of_produced_electricity,euro/MJ,General,Supporting calculations,Costs,0,,,,53,0
570,electricity_from_wind_and_solar,MJ,electricity_produced_from_wind_and_solar,MJ,Modules,EnergyMixer,,0,,,,"568,569",2
1669,final_demand_cbs_total,MJ,final_demand,MJ,Modules,Monitoring,Monitoring,0,,,,,0
1670,final_demand_cbs_total_energetic,MJ,final_energetic_demand,MJ,Modules,Monitoring,Monitoring,0,,,,,0
452,gas_in_euro_per_mwh,euro,price_of_gas,euro/mwh,Input elements,label,Costs,0,,,,451,0
449,land_for_csp,km2,area_used_for_csp,km2,General,Supporting calculations,,0,,,,,0
448,land_for_solar_panels,km2,area_used_for_solar_panels,km2,General,Supporting calculations,,0,,,,,0
446,offshore,km2,area_used_for_offshore_wind,km2,General,Supporting calculations,Goals,0,,,,,1
445,onshore_coast,km2,area_used_for_coastal_wind,km,General,Supporting calculations,Goals,0,,,,,1
444,onshore_land,km2,area_used_for_onshore_wind,km2,General,Supporting calculations,Goals,0,,,,,1
1671,primary_demand_of_primary_excl_elec_export,MJ,production_and_import_minus_primary_demand_of_export,MJ,Modules,Monitoring,Monitoring,0,"Aanpassen van de group ""primary_energy_demand"" naar ""domestic_production_and_import""",,,,2
1672,primary_demand_of_useful_demand,MJ,primary_demand_of_useful_demand,MJ,Modules,Monitoring,Monitoring,0,,,,,2
572,primary_electricity_from_solar,MJ,primary_demand_of_electricity_assigned_to_solar,MJ,Modules,EnergyMixer,,0,,,,"569,570",1
571,primary_electricity_from_wind,MJ,primary_demand_of_electricity_assigned_to_wind,MJ,Modules,EnergyMixer,,0,,,,"568,570",1
447,roofs_for_solar_panels,km2,roof_used_for_solar_panels,km2,General,Supporting calculations,Goals,0,,,,,0
462,uranium_in_euro_per_kg,euro,price_of_uranium,euro/kg,Input elements,label,Costs,0,,,,,0
457,dollar_per_euro,$,dollars_per_euro,$,Input elements,label,Conversion rates,0.25,Should be dealt with in new prices table,Could be dealt with in new prices table,,,2
454,caloric_value_biomass_mj_per_kg,MJ,heating_value_of_biomass,MJ/kg,Input elements,label,Carriers,0.5,"Aanpassen van query 463, and figure out HHV or LHV",,,,1
453,caloric_value_coal_mj_per_kg,MJ,heating_value_of_coal,MJ/kg,Input elements,label,Carriers,0.5,"Aanpassen van query 459, and figure out HHV or LHV",,,,1
456,caloric_value_crude_oil_mj_per_liter,MJ,heating_value_of_crude_oil,MJ/liter,Input elements,label,Carriers,0.5,"Aanpassen van query 460, and figure out HHV or LHV",,,,1
458,kg_per_tonne,kg,kg_per_tonne,kg,Input elements,label,Conversion rates,0.5,Should be hardcoded,,,,3
461,liter_per_barrel,lt,liter_per_barrel,liter/barrel,Input elements,label,Conversion rates,0.5,Should be hardcoded,,,,1
451,mj_per_mwh,#,mj_per_mwh,#,Input elements,label,Conversion rates,0.5,Should be hardcoded,,,,1
517,seconds_per_year,#,seconds_per_year,#,General,Supporting calculations,,0.5,Should be hardcoded,,,,0
492,sustainable_heat_agri,MJ,renewable_heat_produced_in_agriculture,MJ,General,Supporting calculations,Output series,0.5,links in Chart 29&30 should be changed to 494,,,,1
574,actual_co2_emission_total,,total_co2_emissions,kg,General,Supporting calculations,"Co2,Import/Export",0.8,Should be linked to #8,,,"564,466",5
439,co2_emission,MT,total_co2_emissions,MT,General,Supporting calculations,Co2,0.8,Redirect usage to #8 (with different unit),,,8,0
442,total_energy_cost,bln euro,total_costs,bln euro,General,Supporting calculations,Costs,0.8,Redirect usage to #23 (with different unit),,,23,0
510,total_primary_energy_demand,MJ,dashboard_energy_demand_primary_of_final,MJ,General,Supporting calculations,Dashboard,0.8,"#672 should be used instead (change in constraints table), change chart #45",change chart #45,Q1128,,1
542,co2_emission_final_demand_to_1990_in_percent,%,,%,,,"Co2,EnergyMixer",1,check it is not used before deleting,DELETED,,10,0
441,net_electricity_import,factor,net_import_of_electricity,factor,General,Supporting calculations,Import/Export,0.9,Redirect usage to #50,,,50,1
440,net_energy_import,factor,net_import_of_energy,factor,General,Supporting calculations,Import/Export,0.9,Redirect usage to #26,,,26,0
431,renewable_percentage,factor,renewability,factor,General,Supporting calculations,Sustainability,0.9,Redirect usage to #32,,,32,0
400,share_of_combi_hot_water_options,factor,share_of_combi_hot_water_converters_in_hot_water_supply_in_households,factor,General,Supporting calculations,,0.9,check,,,,0
179,start_value_bio_oil_chp_industry,factor,share_of_bio_oil_chps_in_steam_hot_water_demand_in_industry,factor,Input elements,start value,,0.9,Test once more,Can probably be deleted,,176,0
178,start_value_biomass_chp_industry,factor,share_of_biomass_chps_in_steam_hot_water_demand_in_industry,factor,Input elements,start value,,0.9,Test once more,Can probably be deleted,,176,0
177,start_value_large_chp_industry,factor,share_of_large_chps_in_steam_hot_water_demand_in_industry,factor,Input elements,start value,,0.9,Test once more,Can probably be deleted,,176,0
181,start_value_small_chp_industry,factor,share_of_small_chps_in_steam_hot_water_demand_in_industry,factor,Input elements,start value,,0.9,Test once more,Can probably be deleted,,176,0
489,stored_policy,,total_co2_emissions,,General,Supporting calculations,Output series,0.9,link usage to #8,,,,0
486,total_demand_primary_energy,MJ,primary_demand_caused_by_final_demand,MJ,General,Supporting calculations,Output series,0.9,link usage to #28,,,,0
176,total_share_industry_chps,factor,share_of_chps_in_steam_hot_water_demand_in_industry,factor,General,Supporting calculations,,0.9,Test once more,Can probably be deleted,,,4
470,agriculture_percentage_energy_use_of_total,factor,,factor,,,Sidebars,1,,,,,0
575,average_co2_emission_per_mj_coalbiomasslignite_power,,,kg/MJ,,,Co2,1,,DELETED,,"576,576",0
578,average_co2_emission_per_mj_gas_power,kg,,kg/MJ,,,Co2,1,,DELETED,,"577,577",0
600,average_co2_emission_per_mj_geothermal_power,kg,,kg/MJ,,,"Co2,Import/Export",1,,DELETED,,"603,603",0
599,average_co2_emission_per_mj_hydro_power,kg,,kg/MJ,,,"Co2,Import/Export",1,,DELETED,,"602,602",0
580,average_co2_emission_per_mj_oil_power,kg,,kg/MJ,,,Co2,1,,DELETED,,"579,579",0
598,average_co2_emission_per_mj_solar_power,kg,,kg/MJ,,,"Co2,Import/Export",1,,DELETED,,"601,601",0
587,average_co2_emission_per_mj_uranium_power,kg,,kg/MJ,,,Co2,1,,DELETED,,"586,586",0
585,average_co2_emission_per_mj_waste_power,kg,,kg/MJ,,,Co2,1,,DELETED,,"584,584",0
597,average_co2_emission_per_mj_wind_power,kg,,kg/MJ,,,"Co2,Import/Export",1,,DELETED,,"601,601",0
605,average_cost_per_mj_coalbiomasslignite_power,,,converters,,,Costs,1,,DELETED,,"576,576",0
606,average_cost_per_mj_gas_power,euro,,euro/MJ,,,Costs,1,,DELETED,,"577,577",0
607,average_cost_per_mj_geothermal_power,euro,,euro/MJ,,,Costs,1,,DELETED,,"603,603",0
608,average_cost_per_mj_hydro_power,euro,,euro/MJ,,,Costs,1,,DELETED,,"602,602",0
610,average_cost_per_mj_oil_power,euro,,euro/MJ,,,Costs,1,,DELETED,,"579,579",0
611,average_cost_per_mj_solar_power,euro,,euro/MJ,,,Costs,1,,DELETED,,"581,581",0
612,average_cost_per_mj_uranium_power,euro,,euro/MJ,,,Costs,1,,DELETED,,"586,586",0
613,average_cost_per_mj_waste_power,euro,,euro/MJ,,,Costs,1,,DELETED,,"584,584",0
614,average_cost_per_mj_wind_power,euro,,euro/MJ,,,Costs,1,,DELETED,,"601,601",0
627,average_sustainability_coalbiomasslignite_power,,,factor,,,Sustainability,1,,DELETED,,"576,576",0
628,average_sustainability_gas_power,factor,,factor,,,Sustainability,1,,DELETED,,"577,577",0
629,average_sustainability_geothermal_power,factor,,factor,,,Sustainability,1,,DELETED,,"603,603",0
630,average_sustainability_hydro_power,factor,,factor,,,Sustainability,1,,DELETED,,"602,602",0
632,average_sustainability_oil_power,factor,,factor,,,Sustainability,1,,DELETED,,"579,579",0
633,average_sustainability_solar_power,factor,,factor,,,Sustainability,1,,DELETED,,"581,581",0
634,average_sustainability_uranium_power,factor,,factor,,,Sustainability,1,,DELETED,,"586,586",0
635,average_sustainability_waste_power,factor,,factor,,,Sustainability,1,,DELETED,,"584,584",0
636,average_sustainability_wind_power,factor,,factor,,,Sustainability,1,,DELETED,,"601,601",0
47,biomass_heat_production,MJ,,MJ,,,,1,,DELETED,,,0
472,buildings_percentage_energy_use_of_total,factor,,factor,,,Sidebars,1,,DELETED,,,0
386,buildings_primary_demand_without_gas,MJ,,MJ,,,Output series,1,,DELETED,,"374,375,376,377",0
455,caloric_value_uranium_mj_per_kg,MJ,,MJ,,,Carriers,1,,DELETED,,,0
393,central_electricity_production,converters,,converters,,,,1,,DELETED,,,0
45,centrally_produced_electricity_households,MJ,,MJ,,,,1,,DELETED,,,0
1112,chart_biomass_41_electricity_production_314,PJ,,PJ,,,,1,,DELETED,,,0
1108,chart_coal_41_electricity_production_310,PJ,,PJ,,,,1,also delete output_element_41,DELETED,,67,0
1593,chart_demand_41_electricity_production_future,PJ,,PJ,Output elements,Output series,,1,,DELETED,,368,0
1138,chart_demand_policy_41_electricity_production_348,PJ,,PJ,,,,1,,DELETED,,368,0
1139,chart_demand_policy_41_electricity_production_349,PJ,,PJ,,,,1,,DELETED,,368,0
1109,chart_gas_41_electricity_production_311,PJ,,PJ,,,,1,,DELETED,,58,0
1116,chart_geothermal_41_electricity_production_318,PJ,,PJ,,,,1,,DELETED,,,0
1115,chart_greengas_41_electricity_production_317,PJ,,PJ,,,,1,,DELETED,,59,0
1114,chart_hydro_41_electricity_production_316,PJ,,PJ,,,,1,,DELETED,,,0
1111,chart_nuclear_41_electricity_production_313,PJ,,PJ,,,,1,,DELETED,,,0
1509,chart_oil_1_extraction_815,,,,,,,1,Checked with Robbert,DELETED,,,0
1510,chart_oil_2_treatment_816,,,,,,,1,Checked with Robbert,DELETED,,,0
1511,chart_oil_3_transportation_817,,,,,,,1,Checked with Robbert,DELETED,,,0
1512,chart_oil_4_conversion_818,,,,,,,1,Checked with Robbert,DELETED,,,0
1110,chart_oil_41_electricity_production_312,PJ,,PJ,,,,1,,DELETED,,,0
1137,chart_solar_41_electricity_production_340,PJ,,PJ,,,,1,also delete output_element_41,DELETED,,,0
1117,chart_waste_41_electricity_production_319,PJ,,PJ,,,,1,,DELETED,,,0
1113,chart_wind_41_electricity_production_315,PJ,,PJ,,,,1,,DELETED,,,0
171,co2_cost_electricity_production,euro,,euro,,,Co2,1,,,,1,0
173,co2_cost_industry,euro,,euro,,,Co2,1,,,,172,0
183,co2_cost_industry_without_electricity,euro,,euro,,,Co2,1,,,,182,1
172,co2_emission_industry,kg,,kg,,,Co2,1,,,,,1
182,co2_emission_industry_without_electricity,kg,,kg,,,Co2,1,,,,,1
595,co2_emission_per_kwh,kg,,kg/kWh,,,Co2,1,,,,"593,596",0
593,co2_emission_per_mj,kg,,kg/MJ,,,Co2,1,,,,"1,49",1
1660,co2_emission_percent_change_from_1990_corrected_for_electricity_import,%,,%,,,,1,,,,8,0
591,co2_per_mj_electricity_from_coal,kg,,kg,,,Co2,1,,,,"638,638,638",0
10,co2_reduction_final_demand_to_1990_in_percent,factor,,%,,,Co2,1,,DELETED,,,1
384,cost_daylight_control,euro,,euro,,,Costs,1,,,,,0
18,cost_electricity_production,euro,,euro,,,Costs,1,,,,"20,19,292",0
17,cost_heat_production,euro,,euro,,,Costs,1,,,,"183,383",0
385,cost_motion_detection,euro,,euro,,,Costs,1,,,,,0
516,cost_per_mj_electricity_produced_in_area,euro,,euro/MJ,,,EnergyMixer,1,,,,20,0
417,costs_electricity_households,euro,,euro,,,"Costs,Not used",1,,,,53,1
416,costs_heating_households,euro,,euro,,,"Costs,Not used",1,,,,,1
590,costs_per_mj_electricity_from_coal,euro,,euro/MJ,,,Costs,1,,,,"638,638,638",0
534,costs_share_of_coal,factor,share_of_total_costs_assigned_to_coal,factor,Modules,EnergyMixer,EnergyMixer,1,,DELETED,,23,0
552,costs_share_of_coal_agriculture,factor,share_of_total_costs_assigned_to_coal_in_agriculture,factor,Modules,EnergyMixer,,1,,DELETED,,23,0
553,costs_share_of_coal_buildings,factor,share_of_total_costs_assigned_to_coal_in_buildings,factor,Modules,EnergyMixer,,1,,DELETED,,23,0
555,costs_share_of_coal_industry,factor,share_of_total_costs_assigned_to_coal_in_industry,factor,Modules,EnergyMixer,,1,,DELETED,,23,0
554,costs_share_of_coal_transport,factor,share_of_total_costs_assigned_to_coal_in_transport,factor,Modules,EnergyMixer,,1,,DELETED,,23,0
533,costs_share_of_gas,factor,share_of_total_costs_assigned_to_gas,factor,Modules,EnergyMixer,EnergyMixer,1,,DELETED,,23,0
548,costs_share_of_gas_agriculture,factor,share_of_total_costs_assigned_to_gas_in_agriculture,factor,Modules,EnergyMixer,,1,,DELETED,,23,0
549,costs_share_of_gas_buildings,factor,share_of_total_costs_assigned_to_gas_in_buildings,factor,Modules,EnergyMixer,,1,,DELETED,,23,0
550,costs_share_of_gas_industry,factor,share_of_total_costs_assigned_to_gas_in_industry,factor,Modules,EnergyMixer,,1,,DELETED,,23,0
551,costs_share_of_gas_transport,factor,share_of_total_costs_assigned_to_gas_in_transport,factor,Modules,EnergyMixer,,1,,DELETED,,23,0
532,costs_share_of_oil,factor,share_of_total_costs_assigned_to_oil,factor,Modules,EnergyMixer,EnergyMixer,1,,DELETED,,23,0
544,costs_share_of_oil_agriculture,factor,share_of_total_costs_assigned_to_oil_in_agriculture,factor,Modules,EnergyMixer,,1,,DELETED,,23,0
543,costs_share_of_oil_buildings,factor,share_of_total_costs_assigned_to_oil_in_buildings,factor,Modules,EnergyMixer,,1,,DELETED,,23,0
545,costs_share_of_oil_industry,factor,share_of_total_costs_assigned_to_oil_in_industry,factor,Modules,EnergyMixer,,1,,DELETED,,23,0
547,costs_share_of_oil_transport,factor,share_of_total_costs_assigned_to_oil_in_transport,factor,Modules,EnergyMixer,,1,,DELETED,,23,0
536,costs_share_of_sustainable,factor,share_of_total_costs_assigned_to_renewables,factor,Modules,EnergyMixer,EnergyMixer,1,,DELETED,,23,0
561,costs_share_of_sustainable_agriculture,factor,share_of_total_costs_assigned_to_renewables_in_agriculture,factor,Modules,EnergyMixer,,1,,DELETED,,23,0
566,costs_share_of_sustainable_biomass,factor,share_of_total_costs_assigned_to_biomass,factor,Modules,EnergyMixer,,1,,DELETED,,23,0
563,costs_share_of_sustainable_buildings,factor,share_of_total_costs_assigned_to_renewables_in_buildings,factor,Modules,EnergyMixer,,1,,DELETED,,23,0
557,costs_share_of_sustainable_industry,factor,share_of_total_costs_assigned_to_renewables_in_industry,factor,Modules,EnergyMixer,,1,,DELETED,,23,0
567,costs_share_of_sustainable_solar,factor,share_of_total_costs_assigned_to_solar,factor,Modules,EnergyMixer,,1,,DELETED,,"572,23",0
559,costs_share_of_sustainable_transport,factor,share_of_total_costs_assigned_to_renewables_in_transport,factor,Modules,EnergyMixer,,1,,DELETED,,23,0
535,costs_share_of_uranium,factor,share_of_total_costs_assigned_to_nuclear,factor,Modules,EnergyMixer,EnergyMixer,1,,DELETED,,23,0
560,costs_share_of_uranium_agriculture,factor,share_of_total_costs_assigned_to_nuclear_in_agriculture,factor,Modules,EnergyMixer,,1,,DELETED,,23,0
562,costs_share_of_uranium_buildings,factor,share_of_total_costs_assigned_to_nuclear_in_buildings,factor,Modules,EnergyMixer,,1,,DELETED,,23,0
556,costs_share_of_uranium_industry,factor,share_of_total_costs_assigned_to_nuclear_in_industry,factor,Modules,EnergyMixer,,1,,DELETED,,23,0
558,costs_share_of_uranium_transport,factor,share_of_total_costs_assigned_to_nuclear_in_transport,factor,Modules,EnergyMixer,,1,,DELETED,,23,0
392,decentral_electricity_production,converters,,converters,,,,1,,,,,0
317,dependency_share_algue_diesel,factor,,factor,,,Import/Export,1,"checked with RD, probably deprecated",,,,0
312,dependency_share_bio_diesel,factor,,factor,,,Import/Export,1,"checked with RD, probably deprecated",,,,1
313,dependency_share_bio_ethanol,factor,,factor,,,Import/Export,1,"checked with RD, probably deprecated",,,,1
315,dependency_share_bio_oil,factor,,factor,,,Import/Export,1,"checked with RD, probably deprecated",,,,0
311,dependency_share_biofuel,factor,,factor,,,Import/Export,1,"checked with RD, probably deprecated",,,,1
297,dependency_share_biomass,factor,,factor,,,Import/Export,1,"checked with RD, probably deprecated",,,,1
310,dependency_share_biomass_group,factor,,factor,,,Import/Export,1,"checked with RD, probably deprecated",,,"297,312,313,311",0
306,dependency_share_coal,factor,,factor,,,Import/Export,1,"checked with RD, probably deprecated",,,,0
318,dependency_share_diesel,factor,,factor,,,Import/Export,1,"checked with RD, probably deprecated",,,,1
307,dependency_share_electricity,factor,,factor,,,Import/Export,1,"checked with RD, probably deprecated",,,,0
294,dependency_share_gas,factor,,factor,,,Import/Export,1,"checked with RD, probably deprecated",,,,0
319,dependency_share_gasoline,factor,,factor,,,Import/Export,1,"checked with RD, probably deprecated",,,,1
