key,demand
energy_steel_blastfurnace_current_transformation_cokes,1.20833000000000E+06
energy_steel_blastfurnace_bat_transformation_cokes,0.00000000000000E+00
energy_steel_hisarna_transformation_coal,0.00000000000000E+00
energy_cokesoven_transformation_coal,1.66443600000000E+06
