year,max_demand
2010,7.196161550733766
2011,7.304371158210766
2012,7.412580765687765
2013,7.520790373164764
2014,7.628999980641764
2015,7.737209588118762
2016,7.926910381473501
2017,8.11661117482824
2018,8.30631196818298
2019,8.496012761537719
2020,8.685713554892459
2021,8.657213905186582
2022,8.628714255480704
2023,8.600214605774829
2024,8.571714956068952
2025,8.543215306363077
2026,8.605558290094681
2027,8.667901273826285
2028,8.73024425755789
2029,8.792587241289494
2030,8.854930225021098
2031,8.92929649847237
2032,9.003662771923642
2033,9.078029045374912
2034,9.152395318826184
2035,9.226761592277454
2036,9.268175145756304
2037,9.309588699235157
2038,9.351002252714007
2039,9.39241580619286
2040,9.43382935967171
2041,9.527789142295772
2042,9.621748924919833
2043,9.715708707543893
2044,9.809668490167955
2045,9.903628272792016
2046,10.0568138899611
2047,10.209999507130185
2048,10.363185124299271
2049,10.516370741468357
2050,10.66955635863744
