year,preset_demand
2010,1526.6018531453233
2011,1389.6531422658304
2012,1383.1770349727542
2013,1486.5421817525755
2014,1325.9046928921223
2015,1295.6819792840845
2016,1259.981161931808
2017,1235.2315286435162
2018,1233.022945640498
2019,1217.3965045051962
2020,1201.2121771365516
2021,1174.8471837466516
2022,1067.7901941335272
2023,940.6114776578502
2024,846.5643961247706
2025,764.3178235967881
2026,687.9182615665071
2027,620.9408517386696
2028,564.8555966964117
2029,510.7918637943531
2030,466.19038481222185
2031,428.36610357849423
2032,396.92867344847394
2033,369.9868882951286
2034,340.47068301788624
2035,313.4077924831025
2036,282.7184453574508
2037,255.46486417336934
2038,228.2112829892873
2039,200.95770180520523
2040,173.70412062112322
2041,146.4505394370412
2042,119.19695825295916
2043,91.94337706887771
2044,64.68979588479567
2045,37.43621470071352
2046,10.182633516631547
2047,0.0
2048,0.0
2049,0.0
2050,0.0
