year,max_demand
2010,73.77226260719972
2011,74.88158561546392
2012,75.99090862372813
2013,77.10023163199234
2014,78.20955464025654
2015,79.31887764852074
2016,81.26361674942835
2017,83.20835585033598
2018,85.1530949512436
2019,87.09783405215121
2020,89.04257315305884
2021,88.75040577639665
2022,88.45823839973447
2023,88.16607102307229
2024,87.87390364641011
2025,87.58173626974795
2026,88.22085240619646
2027,88.85996854264496
2028,89.49908467909349
2029,90.13820081554199
2030,90.7773169519905
2031,91.53969120046837
2032,92.30206544894625
2033,93.06443969742412
2034,93.82681394590199
2035,94.58918819437986
2036,95.01374391359207
2037,95.4382996328043
2038,95.86285535201651
2039,96.28741107122875
2040,96.71196679044098
2041,97.67520611037409
2042,98.6384454303072
2043,99.60168475024032
2044,100.56492407017343
2045,101.52816339010654
2046,103.09856303966575
2047,104.66896268922494
2048,106.23936233878416
2049,107.80976198834337
2050,109.38016163790256
