key,demand,full_load_hours
energy_heater_for_heat_network_geothermal,108.0581703,3672
energy_heater_for_heat_network_wood_pellets,16240.55955,2190
energy_heater_for_heat_network_coal,49002.85002,2190
energy_heater_for_heat_network_lignite,2157.043542,2190
energy_heater_for_heat_network_crude_oil,11623.90449,2190
energy_heater_for_heat_network_network_gas,222117.6636,2190
energy_heater_for_heat_network_waste_mix,67592.18938,2190
energy_power_supercritical_coal,349100.5,4500
energy_power_ultra_supercritical_coal,507388.3043,6000
energy_power_ultra_supercritical_ccs_coal,0,8000
energy_power_ultra_supercritical_cofiring_coal,120754.2857,6000
energy_power_combined_cycle_coal,0,7000
energy_power_combined_cycle_ccs_coal,0,8000
energy_power_ultra_supercritical_lignite,1290942,6329
energy_power_ultra_supercritical_oxyfuel_ccs_lignite,0,5972
energy_power_turbine_network_gas,12128.94,500
energy_power_combined_cycle_network_gas,262658.934,4200
energy_power_combined_cycle_ccs_network_gas,0,3500
energy_power_ultra_supercritical_network_gas,0,700
energy_power_ultra_supercritical_crude_oil,30080,3504
energy_power_engine_diesel,5160,3504
energy_power_supercritical_waste_mix,103622.4,3800
energy_power_nuclear_gen2_uranium_oxide,1214673.75,8000
energy_power_nuclear_gen3_uranium_oxide,0,8000
energy_power_hydro_river,19030.04082,3500
energy_power_hydro_mountain,45805.64211,2000
energy_power_geothermal,273.6,8250
energy_power_solar_pv_solar_radiation,435150,1050
energy_power_solar_csp_solar_radiation,0,500
energy_power_wind_turbine_coastal,4535.536082,3000
energy_power_wind_turbine_offshore,9071.072165,3500
energy_power_wind_turbine_inland,167814.8351,2500
buildings_solar_pv_solar_radiation,0,1050
households_solar_pv_solar_radiation,0,1050
agriculture_chp_engine_network_gas,0,3600
agriculture_chp_engine_biogas,0,8000
agriculture_chp_supercritical_wood_pellets,0,6000
households_collective_chp_network_gas,0,4000
households_collective_chp_biogas,0,8000
households_collective_chp_wood_pellets,0,6000
buildings_collective_chp_network_gas,0,4000
buildings_chp_engine_biogas,0,8000
buildings_collective_chp_wood_pellets,0,6000
industry_chp_turbine_gas_power_fuelmix,62675.05263,6000
industry_chp_engine_gas_power_fuelmix,2181,6000
industry_chp_combined_cycle_gas_power_fuelmix,155510.3721,6000
industry_chp_ultra_supercritical_coal,71268,5000
energy_chp_combined_cycle_network_gas,332924.6512,4500
energy_chp_ultra_supercritical_cofiring_coal,46449.72973,4500
energy_chp_ultra_supercritical_coal,102069,4000
energy_chp_ultra_supercritical_lignite,45534.19355,7000
energy_chp_supercritical_waste_mix,52800,6000
