key,share
input.electricity,2.07231324453976E-01
input.coal_gas,4.63189948225380E-01
input.coal,1.37345413627782E-01
input.cokes,0.00000000000000E+00
input.network_gas,1.74264201960763E-01
input.crude_oil,1.25014433755524E-02
input.steam_hot_water,5.46766835654604E-03
output.not_defined,1.08071014333961E-01
