key,share
industry_final_demand_for_other_minerals_wood_pellets,1.23280160066258E-02
industry_final_demand_for_other_transport_equipment_wood_pellets,1.04008843810558E-02
industry_final_demand_for_other_machinery_wood_pellets,1.67576881198425E-01
industry_final_demand_for_other_mining_wood_pellets,3.31609311152274E-01
industry_final_demand_for_other_food_wood_pellets,1.90769891970613E-04
industry_final_demand_for_other_paper_wood_pellets,5.96600620560879E-02
industry_final_demand_for_other_wood_products_wood_pellets,3.17709047510323E-01
industry_final_demand_for_other_construction_wood_pellets,0.00000000000000E+00
industry_final_demand_for_other_textile_wood_pellets,1.92749395579053E-03
industry_final_demand_for_other_non_specified_wood_pellets,9.85975338474473E-02
