year,max_demand
2010,855.0432727733147
2011,867.9006685210818
2012,880.7580642688489
2013,893.615460016616
2014,906.472855764383
2015,919.33025151215
2016,941.8703773909515
2017,964.410503269753
2018,986.9506291485546
2019,1009.4907550273559
2020,1032.0308809061576
2021,1028.6445709149762
2022,1025.2582609237945
2023,1021.8719509326132
2024,1018.4856409414317
2025,1015.0993309502503
2026,1022.5068840559597
2027,1029.9144371616692
2028,1037.3219902673786
2029,1044.729543373088
2030,1052.1370964787973
2031,1060.9732491120365
2032,1069.8094017452756
2033,1078.6455543785146
2034,1087.4817070117538
2035,1096.317859644993
2036,1101.2385913509283
2037,1106.1593230568637
2038,1111.0800547627991
2039,1116.0007864687348
2040,1120.9215181746704
2041,1132.0857589268467
2042,1143.2499996790232
2043,1154.4142404311995
2044,1165.5784811833757
2045,1176.742721935552
2046,1194.9441381381523
2047,1213.1455543407524
2048,1231.3469705433529
2049,1249.5483867459532
2050,1267.7498029485532
