year,preset_demand
2010,10707.906603668653
2011,9747.319530772682
2012,9701.89475160926
2013,10426.919639737354
2014,9300.174493829389
2015,9088.186021551877
2016,8837.77297698811
2017,8664.173841640508
2018,8648.682375758919
2019,8539.075229743874
2020,8425.554952305729
2021,8240.625341324498
2022,7489.7050907789
2023,6597.646814293649
2024,5937.980796380096
2025,5361.086031522464
2026,4825.203428539954
2027,4355.409783579764
2028,3962.016004056908
2029,3582.8016061651592
2030,3269.957448179791
2031,3004.6499811626545
2032,2784.141231616697
2033,2595.165881846395
2034,2388.133007654452
2035,2198.3081992574807
2036,1983.0466613050808
2037,1791.8843085715387
2038,1600.7219558379923
2039,1409.5596031044458
2040,1218.3972503708997
2041,1027.2348976373532
2042,836.0725449038069
2043,644.9101921702646
2044,453.7478394367184
2045,262.5854867031712
2046,71.42313396962533
2047,0.0
2048,0.0
2049,0.0
2050,0.0
