year,preset_demand
2010,46.886236149776146
2011,42.68015609984444
2012,42.48125663221386
2013,45.655890982086895
2014,40.722261940761946
2015,39.79403741097119
2016,38.6975649092052
2017,37.93743406789621
2018,37.86960227270839
2019,37.38967031943532
2020,36.89260411100113
2021,36.082861018118564
2022,32.79483979232011
2023,28.88882374653952
2024,26.00037338545021
2025,23.474349842303372
2026,21.127904435001597
2027,19.07083981961534
2028,17.34830390953912
2029,15.687854629485061
2030,14.318017777867919
2031,13.15632772851667
2032,12.190795838206625
2033,11.363337848165765
2034,10.456812176116607
2035,9.625634699228911
2036,8.683078541805731
2037,7.846044418801625
2038,7.009010295797501
2039,6.171976172793377
2040,5.3349420497892535
2041,4.497907926785129
2042,3.660873803781006
2043,2.8238396807768993
2044,1.9868055577727757
2045,1.149771434768648
2046,0.31273731176452607
2047,0.0
2048,0.0
2049,0.0
2050,0.0
