year,max_demand
2010,53.7390773869312
2011,54.54715881050944
2012,55.355240234087674
2013,56.16332165766591
2014,56.97140308124415
2015,57.77948450482238
2016,59.196121074552124
2017,60.612757644281864
2018,62.02939421401162
2019,63.44603078374136
2020,64.86266735347111
2021,64.64983932421593
2022,64.43701129496075
2023,64.22418326570559
2024,64.01135523645041
2025,63.79852720719524
2026,64.26408852119094
2027,64.72964983518662
2028,65.19521114918231
2029,65.660772463178
2030,66.1263337771737
2031,66.68168191601141
2032,67.23703005484913
2033,67.79237819368686
2034,68.34772633252457
2035,68.90307447136229
2036,69.2123402013737
2037,69.52160593138512
2038,69.83087166139654
2039,70.14013739140798
2040,70.44940312141941
2041,71.15107053037005
2042,71.8527379393207
2043,72.55440534827135
2044,73.25607275722199
2045,73.95774016617264
2046,75.1016908234192
2047,76.24564148066575
2048,77.3895921379123
2049,78.53354279515887
2050,79.67749345240541
