year,preset_demand
2010,15061.328619903836
2011,13710.203875505998
2012,13646.311132340637
2013,14666.103188984556
2014,13081.266904776852
2015,12783.092092203397
2016,12430.870757587594
2017,12186.69290636263
2018,12164.90320767711
2019,12010.734021642485
2020,11851.060775806294
2021,11590.945914365027
2022,10534.73043925686
2023,9279.995657983534
2024,8352.134868482868
2025,7540.696932551856
2026,6786.945122422714
2027,6126.151492801062
2028,5572.81896855307
2029,5039.430615867048
2030,4599.396083942721
2031,4226.224828910448
2032,3916.0657228030163
2033,3650.2602811514575
2034,3359.0558217980547
2035,3092.0555643903617
2036,2789.276983821102
2037,2520.3953881142984
2038,2251.5137924074884
2039,1982.6321967006784
2040,1713.7506009938688
2041,1444.869005287059
2042,1175.9874095802493
2043,907.1058138734451
2044,638.2242181666353
2045,369.3426224598243
2046,100.46102675301512
2047,0.0
2048,0.0
2049,0.0
2050,0.0
