year,max_demand
2010,2574.46935271966
2011,2613.181979743848
2012,2651.8946067680363
2013,2690.607233792224
2014,2729.319860816412
2015,2768.0324878406
2016,2835.89906854967
2017,2903.7656492587403
2018,2971.632229967811
2019,3039.498810676881
2020,3107.3653913859516
2021,3097.1694731573584
2022,3086.9735549287657
2023,3076.7776367001734
2024,3066.58171847158
2025,3056.385800242988
2026,3078.6893713680347
2027,3100.992942493081
2028,3123.2965136181274
2029,3145.600084743174
2030,3167.9036558682205
2031,3194.508629995955
2032,3221.113604123689
2033,3247.718578251423
2034,3274.3235523791573
2035,3300.9285265068916
2036,3315.744470182815
2037,3330.5604138587387
2038,3345.376357534662
2039,3360.1923012105863
2040,3375.00824488651
2041,3408.6229127964016
2042,3442.237580706293
2043,3475.8522486161846
2044,3509.466916526076
2045,3543.0815844359677
2046,3597.884644914654
2047,3652.6877053933395
2048,3707.4907658720253
2049,3762.2938263507117
2050,3817.096886829397
