year,preset_demand
2010,1676.0079937121473
2011,1525.6563262556333
2012,1518.5464124500327
2013,1632.0277448074346
2014,1455.6689156436548
2015,1422.4883522280002
2016,1383.293551605171
2017,1356.121710337484
2018,1353.696976763233
2019,1336.541200224591
2020,1318.772937997727
2021,1289.8276438566265
2022,1172.2931537702489
2023,1032.6676548203307
2024,929.4163322112427
2025,839.120416004725
2026,755.2437480869974
2027,681.7113637011753
2028,620.1371322887491
2029,560.7822662330855
2030,511.8157101193085
2031,470.28962551936456
2032,435.7754631717145
2033,406.1969275575673
2034,373.79201734028766
2035,344.0805239500484
2036,310.38765832275715
2037,280.4668116870133
2038,250.5459650512689
2039,220.62511841552444
2040,190.70427177978004
2041,160.78342514403562
2042,130.8625785082912
2043,100.94173187254738
2044,71.02088523680295
2045,41.100038601058394
2046,11.17919196531403
2047,0.0
2048,0.0
2049,0.0
2050,0.0
