year,preset_demand
2010,6177.086664090657
2011,5622.951311840699
2012,5596.747049142563
2013,6014.9932790877765
2014,5365.006061956802
2015,5242.715943681234
2016,5098.25978288887
2017,4998.115380855521
2018,4989.178794943238
2019,4925.949550890381
2020,4860.462932653835
2021,4753.782301596008
2022,4320.59777383298
2023,3805.9947344881243
2024,3425.4521772144626
2025,3092.658000865849
2026,2783.5225738471504
2027,2512.511986384248
2028,2285.5743076045046
2029,2066.816310663651
2030,1886.3454167946288
2031,1733.2970874569648
2032,1606.0918636395504
2033,1497.0773609814808
2034,1377.645986247482
2035,1268.141455076024
2036,1143.9631983361073
2037,1033.6870758919695
2038,923.410953447829
2039,813.1348310036886
2040,702.8587085595484
2041,592.582586115408
2042,482.30646367126775
2043,372.0303412271297
2044,261.7542187829894
2045,151.47809633884862
2046,41.20197389470854
2047,0.0
2048,0.0
2049,0.0
2050,0.0
