year,preset_demand
2010,96124.1319500198
2011,87501.00868586093
2012,87093.23360640615
2013,93601.73154096937
2014,83487.01882558256
2015,81584.0130714882
2016,79336.07260762509
2017,77777.68525795908
2018,77638.61944746808
2019,76654.68373004171
2020,75635.62010431598
2021,73975.51986386979
2022,67234.56106407444
2023,59226.61603338122
2024,53304.840125554234
2025,48126.095992741975
2026,43315.51518125428
2027,39098.21034391452
2028,35566.74177860072
2029,32162.560534826607
2030,29354.180313086963
2031,26972.533656013642
2032,24993.041966178826
2033,23296.62341034289
2034,21438.103715186047
2035,19734.059628409446
2036,17801.671791667257
2037,16085.620662519414
2038,14369.569533371532
2039,12653.518404223652
2040,10937.467275075773
2041,9221.416145927893
2042,7505.365016780013
2043,5789.313887632169
2044,4073.262758484289
2045,2357.2116293364015
2046,641.1605001885252
2047,0.0
2048,0.0
2049,0.0
2050,0.0
