year,preset_demand
2010,51723.566110751184
2011,47083.53787656346
2012,46864.11762430607
2013,50366.284212141756
2014,44923.64456263534
2015,43899.65358415535
2016,42690.05621420342
2017,41851.50142602058
2018,41776.671313157596
2019,41247.223992317355
2020,40698.87464708016
2021,39805.58902987595
2022,36178.337255968065
2023,31869.33112188212
2024,28682.874594807294
2025,25896.237055511163
2026,23307.705023165006
2027,21038.409674139086
2028,19138.156906176268
2029,17306.396347788275
2030,15795.231179203918
2031,14513.687660208781
2032,13448.54025957384
2033,12535.712070187345
2034,11535.658656227144
2035,10618.727234429207
2036,9578.926010764419
2037,8655.533703054853
2038,7732.141395345266
2039,6808.749087635679
2040,5885.356779926093
2041,4961.964472216506
2042,4038.5721645069193
2043,3115.179856797352
2044,2191.7875490877655
2045,1268.3952413781747
2046,345.00293366859006
2047,0.0
2048,0.0
2049,0.0
2050,0.0
