year,max_demand
2010,1143.841485201311
2011,1161.0415768414048
2012,1178.241668481499
2013,1195.4417601215928
2014,1212.641851761687
2015,1229.8419434017806
2016,1259.995190474538
2017,1290.1484375472953
2018,1320.3016846200528
2019,1350.45493169281
2020,1380.6081787655676
2021,1376.0781134776414
2022,1371.5480481897152
2023,1367.0179829017895
2024,1362.4879176138634
2025,1357.9578523259374
2026,1367.8673701432756
2027,1377.7768879606137
2028,1387.6864057779517
2029,1397.5959235952898
2030,1407.505441412628
2031,1419.3260805233099
2032,1431.1467196339918
2033,1442.9673587446737
2034,1454.7879978553553
2035,1466.6086369660372
2036,1473.1913880875545
2037,1479.7741392090722
2038,1486.3568903305893
2039,1492.939641452107
2040,1499.5223925736245
2041,1514.4574515697554
2042,1529.3925105658864
2043,1544.3275695620173
2044,1559.2626285581482
2045,1574.1976875542791
2046,1598.5467884768816
2047,1622.8958893994834
2048,1647.2449903220859
2049,1671.5940912446881
2050,1695.94319216729
